profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir,eslesen_sehir
harbitarif,69.0,3.0,65.0,33.0,kayseri̇,Kayseri
fulyemek,89.0,1.0,1.0,0.0,bursa,Bursa
ozlem5062,91.0,1.0,3.0,5.0,malatya,Malatya
elif0258,108.0,2.0,10.0,22.0,amasya,Amasya
Necla_Gokdemir,116.0,38.0,59.0,10.0,i̇stanbul,İstanbul
Dilayy3,0.0,2.0,3.0,0.0,düzce,Düzce
Gulsum_Yalcin,135.0,2.0,2.0,1.0,si̇vas,Sivas
raabiiaa,121.0,1.0,6.0,15.0,konya,Konya
OnurAyse_Guner,116.0,7.0,6.0,9.0,karabük,Karabük
zuhresarol,60.0,1.0,1.0,5.0,muğla,Muğla
Ceyda_Kaya2,123.0,3.0,7.0,3.0,gazi̇antep,Gaziantep
ziiy,89.0,1.0,1.0,3.0,antalya,Antalya
Sevde_Sarimese,102.0,7.0,16.0,3.0,erzurum,Erzurum
denizcaglayan,111.0,1.0,0.0,1.0,i̇stanbul,İstanbul
sevdenurks,102.0,7.0,12.0,0.0,i̇stanbul,İstanbul
busraozkurtt,78.0,1.0,7.0,0.0,mani̇sa,Manisa
Didem-krhl,116.0,13.0,23.0,7.0,i̇stanbul,İstanbul
Cigdem_Oruc2,131.0,2.0,24.0,34.0,konya,Konya
Secil_Gurcan,137.0,13.0,56.0,6.0,nevşehi̇r,Nevşehir
Ahsen_Kesin,96.0,23.0,33.0,16.0,i̇stanbul,İstanbul
NihalIbrahimEcrin_Ari,88.0,6.0,15.0,6.0,konya,Konya
brsaysegul,93.0,1.0,2.0,4.0,bursa,Bursa
IremRabia_Biga,78.0,3.0,0.0,2.0,i̇stanbul,İstanbul
Umit_Dmrlli,117.0,5.0,8.0,10.0,bi̇ngöl,Bingöl
guzinpeker3207,99.0,7.0,7.0,4.0,ankara,Ankara
misspolat,49.0,8.0,5.0,2.0,adana,Adana
bircan06,129.0,10.0,16.0,21.0,ankara,Ankara
Damla_Kurt,121.0,8.0,8.0,8.0,bursa,Bursa
bernablkbs,120.0,2.0,6.0,56.0,samsun,Samsun
Durmus_Agir,115.0,3.0,4.0,13.0,mersi̇n,Mersin
es54ra,121.0,1.0,0.0,3.0,ankara,Ankara
fatmaakyurek,100.0,1.0,104.0,373.0,muş,Muş
ezgimehmetceylan,93.0,27.0,35.0,24.0,ankara,Ankara
demiryaban,56.0,3.0,3.0,6.0,adana,Adana
dlkkzpnr,63.0,15.0,43.0,91.0,afyon,Afyon
Yesim_Yadigar,119.0,5.0,5.0,1.0,i̇stanbul,İstanbul
Hazal_Yaman,126.0,3.0,6.0,15.0,adana,Adana
minakubra,90.0,5.0,25.0,24.0,i̇stanbul,İstanbul
Yunus_Karakaya,103.0,2.0,0.0,0.0,i̇stanbul,İstanbul
Hasan_Yahsi2,108.0,5.0,2.0,8.0,i̇zmi̇r,İzmir
fatmanurberat,123.0,4.0,2.0,0.0,i̇stanbul,İstanbul
gmzkrc,99.0,3.0,11.0,8.0,ankara,Ankara
Gulten_GungorArslan,122.0,3.0,0.0,4.0,uşak,Uşak
Efe_Orak,109.0,1.0,2.0,1.0,i̇stanbul,İstanbul
Gulsah_Yuksektepe,120.0,5.0,12.0,2.0,antalya,Antalya
zeynepzora,116.0,4.0,4.0,3.0,i̇stanbul,İstanbul
burcudogu,94.0,2.0,7.0,51.0,nevşehi̇r,Nevşehir
zeynepbayraktar61,116.0,9.0,7.0,3.0,i̇stanbul,İstanbul
nesimegur_6249,42.0,10.0,9.0,1.0,i̇stanbul,İstanbul
isogulsemi,112.0,3.0,0.0,1.0,amasya,Amasya
ftmefe,106.0,4.0,0.0,2.0,si̇i̇rt,Siirt
Busra_Demir9,129.0,7.0,7.0,1.0,si̇vas,Sivas
ElmasYahya_Kizilirmak,86.0,9.0,34.0,82.0,bursa,Bursa
Ebru_Taylan6,83.0,1.0,0.0,2.0,deni̇zli̇,Denizli
Seren_Sahan,76.0,1.0,16.0,9.0,mani̇sa,Manisa
byn-krks,117.0,6.0,57.0,80.0,mardi̇n,Mardin
fa5ti1h,67.0,2.0,80.0,95.0,i̇stanbul,İstanbul
Cem_Zeynep,127.0,1.0,5.0,8.0,ankara,Ankara
yelizceeee,110.0,14.0,24.0,26.0,teki̇rdağ,Tekirdağ
Arzu_Olcer2,126.0,1.0,4.0,3.0,ankara,Ankara
semihaozmenn,69.0,3.0,5.0,3.0,kayseri̇,Kayseri
Nevin_Ciman,104.0,4.0,0.0,3.0,bursa,Bursa
tugbakayacan,123.0,22.0,31.0,14.0,i̇stanbul,İstanbul
Gulcin_Bozkurt,132.0,12.0,6.0,1.0,kars,Kars
meli82,131.0,2.0,5.0,22.0,zonguldak,Zonguldak
toprajjjjj,95.0,4.0,27.0,67.0,ankara,Ankara
Hakan_Ozyakis,119.0,5.0,61.0,92.0,i̇stanbul,İstanbul
Aysel_Aydin20,113.0,19.0,87.0,5.0,i̇stanbul,İstanbul
handanburak,93.0,1.0,5.0,6.0,ankara,Ankara
SalihEmel_Aksu,110.0,19.0,37.0,17.0,i̇stanbul,İstanbul
miray_guney2488,26.0,3.0,10.0,5.0,sakarya,Sakarya
ozdogan,144.0,6.0,1.0,14.0,ağri,Ağrı
Gamze_Sinan,127.0,7.0,55.0,56.0,antalya,Antalya
Burak_Turhal,91.0,1.0,3.0,4.0,kastamonu,Kastamonu
goog_df9fb7c2ce2f,34.0,4.0,4.0,1.0,i̇stanbul,İstanbul
Beyza_Nuroglu,100.0,1.0,48.0,0.0,trabzon,Trabzon
Ayhan_Sucu,126.0,2.0,5.0,5.0,i̇stanbul,İstanbul
nytuser_hanifepadak_7190,53.0,1.0,0.0,0.0,i̇zmi̇r,İzmir
Fatma_Savas2,113.0,5.0,9.0,22.0,kocaeli̇,Kocaeli
figenkeles,139.0,5.0,5.0,3.0,ankara,Ankara
Nurcan_Ceyhan,127.0,2.0,2.0,0.0,i̇stanbul,İstanbul
Murvet_Yamac,96.0,4.0,1.0,5.0,i̇stanbul,İstanbul
Semanur_Polat,113.0,4.0,1.0,3.0,karaman,Karaman
nergis1905,123.0,3.0,1.0,0.0,gazi̇antep,Gaziantep
Tugba_Kavala,129.0,16.0,45.0,25.0,samsun,Samsun
gloomghosts,55.0,4.0,9.0,9.0,i̇stanbul,İstanbul
MaviMerlin,122.0,3.0,42.0,3.0,i̇zmi̇r,İzmir
Buket_DuranAcikel,126.0,2.0,0.0,5.0,antalya,Antalya
MeryemCemile_Kurtuldu,126.0,6.0,9.0,3.0,sakarya,Sakarya
Ozge_BulutBalci,78.0,11.0,18.0,13.0,ankara,Ankara
ayslalkn,96.0,1.0,0.0,14.0,amasya,Amasya
Esra_KaracaAkyuz,93.0,2.0,17.0,26.0,konya,Konya
Emel_Dagasan,133.0,2.0,11.0,23.0,i̇zmir,İzmir
Emirhan_Ipek,96.0,1.0,2.0,5.0,i̇stanbul,İstanbul
senay3737,77.0,9.0,9.0,2.0,i̇stanbul,İstanbul
hilalizzet166,121.0,2.0,0.0,40.0,ankara,Ankara
Nilay_Solmaz,72.0,2.0,2.0,8.0,şanliurfa,Şanlıurfa
petekmutfak,95.0,42.0,232.0,0.0,bursa,Bursa
Mucahit_Danis,72.0,1.0,3.0,18.0,bi̇ngöl,Bingöl
salihaergisihotmail-com,110.0,2.0,15.0,7.0,i̇zmi̇r,İzmir
Mahir_Bakirhan,75.0,5.0,7.0,8.0,mersi̇n,Mersin
Merih-Elmasta-o-lu,110.0,3.0,8.0,14.0,antalya,Antalya
emneercan,108.0,3.0,17.0,26.0,van,Van
sifa-01,115.0,4.0,34.0,41.0,adana,Adana
eceda,120.0,2.0,4.0,3.0,ordu,Ordu
mft34,63.0,4.0,3.0,0.0,i̇stanbul,İstanbul
r-i,107.0,4.0,8.0,5.0,kocaeli̇,Kocaeli
rbetuly,96.0,1.0,9.0,2.0,kayseri̇,Kayseri
esinun,114.0,4.0,1.0,3.0,eski̇şehi̇r,Eskişehir
Ravza_Teymur,116.0,1.0,2.0,2.0,erzurum,Erzurum
nyt-aybuke,98.0,2.0,0.0,0.0,i̇zmi̇r,İzmir
cheffselcukk,82.0,5.0,29.0,39.0,samsun,Samsun
tulinitem,73.0,1.0,1.0,0.0,i̇stanbul,İstanbul
Mihriban_Ayyildiz2,108.0,33.0,40.0,32.0,i̇stanbul,İstanbul
busrazs,76.0,19.0,18.0,6.0,kocaeli̇,Kocaeli
TugbaKesmez,127.0,11.0,9.0,8.0,deni̇zli̇,Denizli
Hatice_Kucuk4,123.0,14.0,10.0,6.0,ankara,Ankara
ayse239694,92.0,4.0,5.0,0.0,elaziğ,Elazığ
eezgiakyol,65.0,4.0,2.0,1.0,ankara,Ankara
fatos50,154.0,3.0,10.0,10.0,nevşehi̇r,Nevşehir
HalimeEmel_Aktas,135.0,1.0,126.0,1342.0,i̇stanbul,İstanbul
Sule_HelvaciogluAlgul,123.0,2.0,3.0,32.0,ankara,Ankara
nytuser_heratasarim_7293,21.0,2.0,1.0,1.0,i̇zmi̇r,İzmir
EmineHakan_Alaboga,118.0,6.0,7.0,14.0,hatay,Hatay
Ramazan_Karatas10,100.0,4.0,4.0,1.0,bi̇ngöl,Bingöl
xanurdmr,63.0,9.0,2.0,3.0,kayseri̇,Kayseri
nestam,124.0,1.0,0.0,0.0,i̇stanbul,İstanbul
mugem,138.0,1.0,2.0,8.0,edi̇rne,Edirne
inciikra,120.0,12.0,30.0,7.0,konya,Konya
gulseenoruc,101.0,5.0,19.0,1.0,bolu,Bolu
Yeter_UcarKocak,105.0,1.0,0.0,0.0,ankara,Ankara
kumsal3,123.0,1.0,1.0,2.0,antalya,Antalya
ezonunmutfagi,105.0,2.0,0.0,2.0,mani̇sa,Manisa
kubu1993,97.0,6.0,6.0,3.0,i̇stanbul,İstanbul
meryemhafsa,112.0,18.0,17.0,15.0,düzce,Düzce
brokoliliponponboregi,96.0,1.0,4.0,2.0,i̇stanbul,İstanbul
cccagglaa,115.0,2.0,14.0,27.0,samsun,Samsun
feyza5834,70.0,6.0,1.0,0.0,i̇stanbul,İstanbul
Emre_Karagoz4,97.0,3.0,0.0,1.0,kütahya,Kütahya
Esref_Sanlidere,94.0,1.0,3.0,1.0,i̇zmi̇r,İzmir
symakrbyk,106.0,10.0,31.0,5.0,çorum,Çorum
mutfaktakiyabanci,93.0,3.0,5.0,3.0,i̇zmi̇r,İzmir
nazlinuray,79.0,5.0,2.0,0.0,i̇stanbul,İstanbul
PinarTaskan,39.0,3.0,20.0,15.0,i̇stanbul,İstanbul
llee,75.0,10.0,6.0,3.0,i̇zmi̇r,İzmir
Yasemin_Talas,124.0,2.0,3.0,12.0,konya,Konya
Ayfer_Akayfer,61.0,3.0,5.0,8.0,samsun,Samsun
emineshn06,68.0,21.0,10.0,3.0,ankara,Ankara
merve-gzll,138.0,21.0,367.0,2.0,kastamonu,Kastamonu
papatya065,62.0,1.0,2.0,5.0,van,Van
Fatma4340,137.0,4.0,16.0,26.0,kirşehi̇r,Kırşehir
Eda_Sahin27,103.0,5.0,11.0,15.0,kayseri̇,Kayseri
eka3,95.0,10.0,51.0,102.0,kastamonu,Kastamonu
buglemeslem,92.0,22.0,17.0,29.0,ankara,Ankara
mervetokgon,118.0,1.0,2.0,5.0,i̇stanbul,İstanbul
feyzanurkurt,116.0,2.0,1.0,6.0,i̇stanbul,İstanbul
Fatos_AkilBilgesoy,120.0,14.0,39.0,5.0,eski̇şehi̇r,Eskişehir
112283883muk,101.0,4.0,1.0,1.0,aksaray,Aksaray
ZarifeGul_Kirac,113.0,8.0,81.0,1.0,i̇stanbul,İstanbul
Feyza_Seven,123.0,1.0,2.0,8.0,i̇zmi̇r,İzmir
hatice-ozturk-5252,55.0,8.0,98.0,178.0,ordu,Ordu
ozlemergun53,61.0,3.0,0.0,0.0,bursa,Bursa
Ummugulsum_CobanErkmen,123.0,6.0,22.0,29.0,mersi̇n,Mersin
denizmurat2010,113.0,2.0,9.0,12.0,i̇stanbul,İstanbul
Gulsah_Cinislioglu,128.0,20.0,50.0,125.0,samsun,Samsun
marifetliyimmm,88.0,19.0,114.0,71.0,samsun,Samsun
gamzeyildiz450,111.0,70.0,68.0,15.0,bursa,Bursa
sesizce,96.0,1.0,1.0,2.0,i̇stanbul,İstanbul
Nur_Canbaz,94.0,14.0,44.0,96.0,kocaeli̇,Kocaeli
sibel-saglam,123.0,19.0,14.0,4.0,i̇stanbul,İstanbul
mutfakdelisi,125.0,3.0,5.0,14.0,i̇stanbul,İstanbul
Gulbahar_Alkis,113.0,8.0,4.0,1.0,i̇stanbul,İstanbul
Ayse_Ciftci3,133.0,10.0,11.0,12.0,kocaeli̇,Kocaeli
Yasemin_Onci,98.0,10.0,12.0,3.0,mani̇sa,Manisa
turkan-senturk-0665,50.0,1.0,0.0,0.0,bursa,Bursa
salihasultanmutfakta,93.0,2.0,4.0,10.0,i̇stanbul,İstanbul
busra4806,114.0,26.0,18.0,16.0,konya,Konya
fatossd,125.0,19.0,23.0,9.0,ankara,Ankara
Tanem_Altintas,115.0,2.0,2.0,0.0,sakarya,Sakarya
handan-eslem,114.0,8.0,5.0,0.0,si̇vas,Sivas
uucar,113.0,1.0,1.0,4.0,deni̇zli̇,Denizli
Sumeyye_Erd,123.0,2.0,2.0,6.0,ankara,Ankara
EZGI1011,36.0,2.0,2.0,0.0,i̇zmi̇r,İzmir
mavimsi97,53.0,2.0,1.0,0.0,osmani̇ye,Osmaniye
burcununyeri,61.0,6.0,88.0,0.0,ankara,Ankara
Gulcan_Coban2,99.0,8.0,6.0,2.0,çanakkale,Çanakkale
sinemari1955,75.0,1.0,1.0,3.0,bursa,Bursa
Esra_Irkicatal,126.0,1.0,9.0,0.0,adana,Adana
iscenfatma,119.0,1.0,1.0,5.0,bolu,Bolu
haticedmr6,77.0,6.0,34.0,33.0,ankara,Ankara
Ebru_Al,122.0,1.0,1.0,0.0,i̇stanbul,İstanbul
zumra-ozsenturk,53.0,1.0,1.0,5.0,kocaeli̇,Kocaeli
Fatma_Tumer,150.0,52.0,130.0,46.0,antalya,Antalya
burcuokyay,114.0,20.0,12.0,4.0,kahramanmaraş,Kahramanmaraş
berivantavusdagi1111,77.0,1.0,0.0,0.0,şanliurfa,Şanlıurfa
gulsahintarifleri,111.0,3.0,5.0,6.0,malatya,Malatya
melike6157,60.0,2.0,17.0,22.0,i̇stanbul,İstanbul
Oguz_Akdeniz,125.0,2.0,0.0,0.0,i̇stanbul,İstanbul
monsieurchaud,120.0,11.0,85.0,6.0,aydin,Aydın
Mehmet_Simsek15,114.0,3.0,9.0,8.0,konya,Konya
Nalan-Sarier-Sagan-,122.0,128.0,431.0,4.0,i̇stanbul,İstanbul
Kubra_Aslan,147.0,7.0,8.0,0.0,ankara,Ankara
gozdekarlik88,96.0,7.0,13.0,9.0,teki̇rdağ,Tekirdağ
Zekiye_KirtayBirin,120.0,11.0,11.0,5.0,ankara,Ankara
ayseer27,80.0,18.0,129.0,21.0,gazi̇antep,Gaziantep
Sukran_Unlu,85.0,3.0,2.0,7.0,gazi̇antep,Gaziantep
cansununtarifdiyari44,62.0,13.0,11.0,16.0,i̇stanbul,İstanbul
baldanbal,151.0,2.0,14.0,10.0,i̇stanbul,İstanbul
Nurr25,126.0,2.0,2.0,4.0,i̇stanbul,İstanbul
Cahide_Postalci,120.0,17.0,88.0,305.0,konya,Konya
Elvan_TaliDoktas,104.0,6.0,4.0,6.0,i̇stanbul,İstanbul
ebrucennet,6.0,1.0,1.0,0.0,şanliurfa,Şanlıurfa
Sultan_Altintas2,117.0,9.0,4.0,2.0,ankara,Ankara
dilara0335,113.0,2.0,5.0,6.0,afyon,Afyon
zeynepttanta,81.0,1.0,6.0,0.0,sakarya,Sakarya
Nurgul_Mizrak,83.0,1.0,4.0,2.0,konya,Konya
mavikal52,91.0,3.0,4.0,13.0,ordu,Ordu
Koray_Gurkan,77.0,1.0,1.0,0.0,sakarya,Sakarya
Zehra_Mentese,130.0,4.0,11.0,5.0,çanakkale,Çanakkale
TC_UgurOzdemir,134.0,1.0,4.0,12.0,kocaeli̇,Kocaeli
asena011,118.0,7.0,12.0,13.0,adana,Adana
guneyce,78.0,23.0,24.0,8.0,i̇stanbul,İstanbul
Eylul_Karatas,135.0,11.0,65.0,203.0,i̇zmi̇r,İzmir
Yasin_Uyar,106.0,1.0,1.0,3.0,amasya,Amasya
elcincoar,88.0,2.0,4.0,4.0,i̇stanbul,İstanbul
Burcu_Ari3,112.0,43.0,80.0,4.0,i̇stanbul,İstanbul
edailvan,100.0,4.0,1.0,2.0,konya,Konya
akifesila,120.0,5.0,12.0,5.0,samsun,Samsun
ravzaa111,69.0,14.0,17.0,5.0,i̇stanbul,İstanbul
tubis05,101.0,2.0,1.0,1.0,teki̇rdağ,Tekirdağ
Buse_Soyak,70.0,2.0,6.0,6.0,kocaeli̇,Kocaeli
mrvsndlci,136.0,5.0,16.0,6.0,i̇stanbul,İstanbul
Selim_Ozkan5,60.0,2.0,0.0,1.0,çanakkale,Çanakkale
didemsebo,115.0,7.0,4.0,4.0,bursa,Bursa
EsraGokhan_Demir,111.0,80.0,88.0,41.0,i̇stanbul,İstanbul
nlfrysn,122.0,2.0,8.0,7.0,i̇stanbul,İstanbul
cananoz9149,103.0,4.0,0.0,1.0,mersi̇n,Mersin
Gokdeniz_Erdem4,52.0,1.0,0.0,0.0,i̇stanbul,İstanbul
leventyurt,94.0,2.0,1.0,1.0,adana,Adana
Nursena_Ozer,88.0,8.0,21.0,20.0,elaziğ,Elazığ
Meliss_Alty,73.0,1.0,1.0,1.0,sakarya,Sakarya
Muhammet_Izci,87.0,3.0,0.0,0.0,i̇stanbul,İstanbul
Ozge_Cicek8,104.0,1.0,7.0,8.0,si̇i̇rt,Siirt
Arzu_AkpinarSaglam,106.0,8.0,13.0,5.0,teki̇rdağ,Tekirdağ
Gonul_Kilicli,133.0,19.0,82.0,4.0,adana,Adana
feraypehlivan,68.0,2.0,13.0,22.0,i̇zmi̇r,İzmir
busetasdelen1,104.0,1.0,0.0,6.0,zonguldak,Zonguldak
bsraaksknn,75.0,1.0,1.0,0.0,bursa,Bursa
gamze-02,119.0,26.0,104.0,5.0,i̇stanbul,İstanbul
esmazeyrek,66.0,22.0,31.0,17.0,i̇stanbul,İstanbul
Merve_Kerem,49.0,18.0,18.0,3.0,i̇stanbul,İstanbul
gilik3342,92.0,1.0,9.0,35.0,konya,Konya
eszem,99.0,8.0,15.0,12.0,mersi̇n,Mersin
meltemcetarifler,110.0,20.0,41.0,0.0,kayseri̇,Kayseri
HilalErgun_Sonmez,116.0,18.0,39.0,38.0,kayseri̇,Kayseri
Arzu_Temur2,108.0,1.0,1.0,2.0,i̇stanbul,İstanbul
skmxskmsskms,59.0,1.0,0.0,0.0,i̇stanbul,İstanbul
Mevlude_Oner,126.0,8.0,13.0,11.0,samsun,Samsun
emrecapkur,93.0,2.0,1.0,1.0,antalya,Antalya
omergul,95.0,4.0,2.0,1.0,i̇zmi̇r,İzmir
suriyelii,110.0,1.0,0.0,0.0,i̇stanbul,İstanbul
begmisbilir,67.0,14.0,6.0,7.0,gazi̇antep,Gaziantep
Halil_Demircioglu,119.0,3.0,11.0,5.0,kayseri̇,Kayseri
HilalTaner_Ucar,126.0,15.0,31.0,1.0,i̇stanbul,İstanbul
hiwdali,68.0,4.0,13.0,15.0,ankara,Ankara
goog_f34b939c4e92,37.0,1.0,0.0,3.0,isparta,Isparta
sevincyesilyaprak1414,77.0,1.0,4.0,11.0,i̇stanbul,İstanbul
GULTEN88,108.0,12.0,30.0,48.0,i̇stanbul,İstanbul
MeRa22,135.0,19.0,113.0,2.0,deni̇zli̇,Denizli
sonurs,79.0,5.0,4.0,12.0,mersi̇n,Mersin
Hakan_Bozkurt13,93.0,21.0,21.0,12.0,bursa,Bursa
doyumsuzmutfak,53.0,3.0,2.0,0.0,i̇stanbul,İstanbul
darga26,53.0,2.0,2.0,0.0,ankara,Ankara
Burcu_Turan3,120.0,4.0,6.0,2.0,i̇stanbul,İstanbul
kbrahsyn,133.0,275.0,84.0,27.0,bursa,Bursa
ozgehsyn,109.0,5.0,1.0,0.0,mersi̇n,Mersin
Ebru_Mutlu7,108.0,6.0,12.0,9.0,antalya,Antalya
Ozlem_Gunes18,91.0,1.0,0.0,2.0,adana,Adana
gamze-ozturk,118.0,20.0,14.0,23.0,teki̇rdağ,Tekirdağ
mutfaktaskvar,61.0,3.0,44.0,5.0,kocaeli̇,Kocaeli
Fatmanur_Aslankaya,116.0,7.0,7.0,2.0,kayseri̇,Kayseri
21emir2020,54.0,3.0,0.0,0.0,di̇yarbakir,Diyarbakır
Fatos_YildirimKilic,119.0,2.0,24.0,96.0,ordu,Ordu
Gokce_AtamanCancak,123.0,3.0,1.0,6.0,ankara,Ankara
Merve_Gundogan3,116.0,11.0,9.0,8.0,i̇stanbul,İstanbul
Buse_Cetin7,111.0,1.0,0.0,0.0,i̇zmi̇r,İzmir
yenieevli,94.0,6.0,16.0,4.0,kayseri̇,Kayseri
BuketMY,135.0,2.0,1.0,7.0,i̇stanbul,İstanbul
Gozdenur_Sogut,124.0,39.0,1417.0,9.0,i̇stanbul,İstanbul
Aysel_Kabaoglu2,124.0,1.0,1.0,0.0,i̇stanbul,İstanbul
Rabia_Ozcan12,111.0,7.0,7.0,8.0,nevşehi̇r,Nevşehir
sevalkaplan1985,94.0,20.0,129.0,14.0,i̇stanbul,İstanbul
goog_78737d7a1836,40.0,2.0,3.0,8.0,balikesi̇r,Balıkesir
yusufravza,112.0,9.0,5.0,1.0,konya,Konya
TCGulseren_Ucar,140.0,20.0,13.0,9.0,i̇zmi̇r,İzmir
asliyaras,132.0,6.0,7.0,8.0,i̇zmi̇r,İzmir
Fatma_Kalkan6,114.0,3.0,0.0,2.0,bursa,Bursa
selcuk66,120.0,10.0,5.0,0.0,mani̇sa,Manisa
sedaucqr,109.0,2.0,0.0,4.0,bursa,Bursa
zehrakilic888,72.0,7.0,11.0,9.0,gazi̇antep,Gaziantep
Zehra_Aaltngk,115.0,3.0,8.0,3.0,elaziğ,Elazığ
Vural_Ovunc,118.0,24.0,7.0,15.0,edi̇rne,Edirne
busrabuyuk,41.0,1.0,1.0,0.0,i̇stanbul,İstanbul
ruyetihilal,98.0,11.0,14.0,5.0,ankara,Ankara
Meryem_Tiryaki2,119.0,7.0,29.0,53.0,erzi̇ncan,Erzincan
Salih_Aktemur,93.0,1.0,2.0,1.0,i̇stanbul,İstanbul
Elif_ArpaciOzcelik,112.0,1.0,1.0,0.0,i̇stanbul,İstanbul
hukukdenizi,88.0,3.0,15.0,12.0,i̇stanbul,İstanbul
gulhanipek,124.0,86.0,152.0,13.0,i̇zmi̇r,İzmir
sevilaysngl,126.0,5.0,11.0,17.0,i̇zmi̇r,İzmir
Gamze-eryilmaz,125.0,14.0,17.0,9.0,ankara,Ankara
Gamze_Bas5,111.0,4.0,4.0,1.0,i̇stanbul,İstanbul
busrasimsek97,118.0,12.0,9.0,5.0,hatay,Hatay
ebrubayazit98,126.0,16.0,18.0,12.0,i̇stanbul,İstanbul
fitbeslen,61.0,2.0,0.0,3.0,bursa,Bursa
Sahar_AlMouradie,108.0,1.0,6.0,9.0,sakarya,Sakarya
elifcan1,61.0,2.0,18.0,63.0,i̇stanbul,İstanbul
Canser_Sarihan,120.0,4.0,10.0,26.0,van,Van
Yagmur_Yildiz24,104.0,2.0,1.0,0.0,i̇zmi̇r,İzmir
Ensar_Keskin,135.0,16.0,15.0,3.0,i̇stanbul,İstanbul
goog_aa9d8dc56c79,48.0,1.0,0.0,0.0,i̇stanbul,İstanbul
burcuerkam,87.0,7.0,7.0,13.0,şanliurfa,Şanlıurfa
renklimutfagimm,82.0,7.0,20.0,18.0,erzurum,Erzurum
beyzanurdagdelen,107.0,4.0,1.0,0.0,kocaeli̇,Kocaeli
Eysan_Ozdemir,120.0,1.0,3.0,0.0,tokat,Tokat
Sevil_Akemoglu,91.0,20.0,41.0,21.0,hatay,Hatay
ebrunil70,109.0,5.0,14.0,22.0,konya,Konya
Funda_Cerkezoglu,78.0,8.0,133.0,59.0,balikesi̇r,Balıkesir
Sedanur_Demir2,119.0,32.0,31.0,8.0,sakarya,Sakarya
iremnuryildiz,90.0,2.0,0.0,0.0,balikesi̇r,Balıkesir
Brrnbys,125.0,9.0,8.0,3.0,ankara,Ankara
Yusuf_Yildiz24,102.0,5.0,8.0,3.0,muş,Muş
nihanerden,65.0,1.0,1.0,1.0,i̇stanbul,İstanbul
harika_mutfakk_,40.0,2.0,4.0,2.0,i̇stanbul,İstanbul
TCHayriye_YavasGungor,118.0,1.0,2.0,0.0,edi̇rne,Edirne
meryemkadir,109.0,1.0,0.0,0.0,hatay,Hatay
Arife_Turan2,111.0,22.0,45.0,9.0,erzurum,Erzurum
Nurcan_Kubilay,119.0,14.0,8.0,3.0,i̇stanbul,İstanbul
emineduvar,94.0,3.0,3.0,3.0,şanliurfa,Şanlıurfa
meliha busra,135.0,24.0,79.0,2.0,si̇vas,Sivas
goog_f1524d0a8f10,42.0,1.0,0.0,0.0,i̇stanbul,İstanbul
reyhanarmut_0586,35.0,3.0,4.0,0.0,aksaray,Aksaray
eminearik6852,94.0,12.0,21.0,0.0,balikesi̇r,Balıkesir
Kadriye_Akbas,127.0,3.0,2.0,0.0,ankara,Ankara
iremmervecetinkaya,72.0,3.0,2.0,4.0,afyon,Afyon
Merve_Yeniozdogdu,113.0,4.0,4.0,2.0,i̇stanbul,İstanbul
Sultan_Aklanoglu,120.0,1.0,5.0,19.0,ankara,Ankara
zehra-oguz,126.0,8.0,36.0,5.0,ankara,Ankara
eminesaltik01,122.0,9.0,11.0,6.0,balikesi̇r,Balıkesir
serifesultanyilmaz,68.0,2.0,8.0,25.0,sakarya,Sakarya
guloo1,62.0,2.0,0.0,1.0,adana,Adana
semihaceren,74.0,1.0,11.0,23.0,osmani̇ye,Osmaniye
FilizRamazan_Ozbay,115.0,17.0,62.0,118.0,ankara,Ankara
ssimgee,118.0,1.0,0.0,3.0,i̇stanbul,İstanbul
htcdmrhn,117.0,3.0,2.0,1.0,batman,Batman
Berna-42,136.0,29.0,39.0,2.0,konya,Konya
semadlr,116.0,1.0,0.0,7.0,i̇stanbul,İstanbul
eakurak,96.0,8.0,30.0,75.0,sakarya,Sakarya
Yagmur_Balci5,80.0,6.0,2.0,2.0,kastamonu,Kastamonu
didemgezer1,103.0,3.0,7.0,4.0,adana,Adana
ArtvinLi_Semra,52.0,3.0,1.0,1.0,artvi̇n,Artvin
Cihan_Dernek,102.0,1.0,0.0,0.0,kahramanmaraş,Kahramanmaraş
Selin_Alpay,123.0,1.0,1.0,2.0,ankara,Ankara
neslihan9445,74.0,7.0,87.0,189.0,i̇stanbul,İstanbul
hellokubbb,88.0,12.0,13.0,5.0,ankara,Ankara
tarsusluanne,78.0,1.0,0.0,0.0,mersi̇n,Mersin
gulsen_unvar4,35.0,1.0,3.0,1.0,adana,Adana
betmut,57.0,3.0,47.0,115.0,tokat,Tokat
zeynepsalbas,77.0,3.0,5.0,4.0,ankara,Ankara
Aygul_Bitirliogullari,112.0,1.0,1.0,0.0,edi̇rne,Edirne
Funda_Yavuz5,119.0,18.0,8.0,10.0,i̇stanbul,İstanbul
ozlemduru,126.0,14.0,8.0,6.0,ankara,Ankara
Umran_Altun,96.0,3.0,5.0,10.0,konya,Konya
baybarsyimek,77.0,2.0,5.0,8.0,ankara,Ankara
Sezer_Yalciner,118.0,4.0,1.0,5.0,teki̇rdağ,Tekirdağ
havvacemre,88.0,2.0,119.0,176.0,konya,Konya
Rojin_Gumus,147.0,2.0,2.0,6.0,i̇zmi̇r,İzmir
eminecalik01,68.0,14.0,38.0,3.0,osmani̇ye,Osmaniye
