profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir
dahlia,131,4.0,12,2,
nytuser_tubanurkeslu_2969,16,5.0,1,0,
nytuser_fatmanuraydin_1129,12,1.0,1,0,
Mehtap_Bilgin3,121,1.0,1,0,
ADATOPAL,12,1.0,1,1,i̇zmi̇r
iremdem,102,5.0,7,10,yurtdişi
2_prensannesiiii,82,20.0,41,63,adana
Cansu_Mutlu12,44,4.0,4,7,yurtdişi
Nilas,41,1.0,16,53,i̇stanbul
gulyalcin,125,11.0,9,8,ankara
goog_a14b1fb8f43e,34,25.0,26,47,ankara
nytuser_meleksumeyra_5761,21,2.0,340,5119,mani̇sa
nytuser_emineceylan_7431,12,1.0,0,0,
goog_67da8cc1b324,30,3.0,2,5,eski̇şehi̇r
Zeynep_AsciYavuzyilmaz,135,8.0,14,10,i̇stanbul
Halime_Altun2,76,1.0,2,0,
nytuser_prensesingunlugu_2522,12,1.0,0,0,
AliEcem_Sari,93,40.0,141,4,balikesi̇r
nurmurat41,92,7.0,14,23,kocaeli̇
Sedaa_Ozkan,106,4.0,2,3,
sserapz,102,13.0,13,3,antalya
Mervecura,18,1.0,1,2,konya
seva2526,62,3.0,1,0,yurtdişi
Sukran_Gullu,120,23.0,58,106,kayseri̇
nytuser_kitchenofseda_3399,13,2.0,1,1,i̇stanbul
Cansu_Cakilci,89,1.0,0,0,
Batmanli_Zeynep,127,21.0,49,43,i̇stanbul
nytuser_duygusahin_2537,24,1.0,8,25,ankara
s-coban,116,45.0,49,25,yurtdişi
Pera_Miandji,53,12.0,13,2,i̇stanbul
nytuser_sefineyilmaz_4705,24,7.0,11,11,gazi̇antep
zeynepzumraa,53,9.0,84,61,konya
makaron-kahve,104,8.0,9,12,
busenurdozman,98,9.0,8,0,
seymakurtkrt,1,4.0,2,1,adana
Nurgul_Altun,129,9.0,23,32,
alanurakyuzzz,1,1.0,5,2,tekirdağ
goog_bfe977e1011f,30,3.0,6,2,antalya
saadetligunler,7,2.0,2,1,
Yasemin-ARSLAN58,117,6.0,13,36,
busraay0201,93,2.0,6,9,gazi̇antep
Ugur_Merve6,102,8.0,4,4,antalya
ayamavra,79,5.0,8,31,
yagmurozfiratmeric,6,2.0,2,0,
kubraemirhamza,99,2.0,7,20,
rmeysa55,23,3.0,4,42,samsun
tarhanmizgin,69,3.0,1,0,
mutfakperisi55,6,2.0,1,0,
4701azra,83,4.0,13,7,
gozdegelin,81,3.0,5,7,kocaeli̇
zubeyde68,104,6.0,25,32,aksaray
d_9827,42,2.0,3,2,sivas
dilekaracanl,64,6.0,6,4,
nytuser_aslihanozkan_3973,15,1.0,1,0,ankara
cagla-ipek-sayin,52,8.0,3,2,antalya
elifguner_9097,42,7.0,3,0,bursa
dytsinemgursoy,85,8.0,72,3,i̇stanbul
medinekaraca_5887,30,3.0,0,0,adana
aybike35,130,17.0,16,6,aydin
Busra_Akbulut4,113,31.0,104,0,samsun
Kubra_Usta,142,46.0,206,45,samsun
Ozge_KocakCoskun,138,1.0,0,1,i̇stanbul
nytuser_hayrunnisaceylan_4623,28,8.0,59,310,yozgat
yasemre17,18,2.0,1,7,aydin
aysenurpar7690,22,2.0,0,5,karabük
Hiranur_Ikranur,125,78.0,63,11,ankara
Derya_Akan3,77,1.0,5,29,balikesi̇r
rabia-dalcik-6615,52,1.0,0,3,i̇stanbul
ozebus,123,58.0,102,11,
tugceyavuz,50,1.0,1,1,isparta
nytuser_rumeysasahin_8142,24,10.0,12,6,samsun
Esra_Akgul8,116,14.0,14,5,
bsrapeker,43,8.0,22,8,
brnyns,125,109.0,245,16,yalova
melekakin16,22,3.0,3,4,
birkalorimeselesi,21,3.0,0,0,
nytuser_kiymetkilic_5951,21,2.0,4,0,
seliko,79,5.0,8,14,tokat
nytuser_eminekisi_theyak_9056,23,4.0,7,1,bayburt
nucookiie,22,2.0,1,0,
guler_bozkurt4869,36,15.0,10,0,
ecrinulusoy78,58,4.0,4,4,i̇stanbul
zelita,26,4.0,7,13,
Merve_Arslan64,105,3.0,5,16,
aynurpisgin4464,61,3.0,4,29,
enoiva,24,3.0,2,1,
ulviss,24,2.0,1,0,
htcolcay,24,4.0,3,0,
goog_223347873a0c,38,6.0,13,15,erzi̇ncan
yagmjr,76,5.0,4,0,si̇i̇rt
nytuser_berraakyurek_1725,25,11.0,12,0,kayseri̇
hatice__,48,16.0,19,4,muğla
glsm5855,87,8.0,15,0,
pelinsevinc,80,1.0,0,0,i̇zmi̇r
Nuran_Ergun,132,14.0,12,9,i̇zmi̇r
ebrueruyar39,127,5.0,4,3,kirklareli̇
zulal88,110,8.0,4,2,gazi̇antep
merve_kurtul4646,26,2.0,6,2,kahramanmaraş
edabinc,69,11.0,15,0,si̇vas
Elif_Ync,109,5.0,6,4,mardi̇n
Esra_Inan,125,14.0,26,4,
nytuser_ferhankeskin_1060,28,9.0,17,4,kirşehi̇r
ozgeikraada,27,7.0,6,8,ankara
selma_dk,52,4.0,5,4,
aynurmehmet,147,5.0,4,3,muğla
Ayse_SolakMengi,134,87.0,470,115,antalya
yasmin7193,93,3.0,3,1,kirikkale
melikehancer_0311,31,5.0,3,2,kahramanmaraş
selinna2417,96,8.0,3,3,i̇stanbul
goog_472c866b29ee,38,2.0,3,9,gazi̇antep
Hulya_Cankurtaran,89,28.0,28,67,muğla
Gorkem_Cengiz,91,17.0,24,2,
Selin_Poyraz,110,2.0,7,2,antalya
Mine_Yildirim2,140,43.0,221,7,ankara
ipek_taskiran17,28,1.0,0,0,
candanzz,78,28.0,17,1,bolu
nazmiye_adanur61,31,31.0,174,6,trabzon
goog_f1c4d4325de0,38,11.0,9,6,mardi̇n
ozgetokmak41,28,3.0,3,1,kocaeli̇
medine_2819,29,9.0,13,3,gazi̇antep
Tuba_KahrimanKapandas,124,4.0,11,21,konya
nytuser_iremkizilkanat_8441,29,3.0,1,3,antalya
cigdemdemirdag_8349,29,2.0,0,0,i̇stanbul
Aysenur_Ozturk21,99,27.0,27,2,
IremNur_Yildirim3,54,15.0,10,1,
songulkyr,54,3.0,1,6,si̇i̇rt
HaticeDOK,33,2.0,0,0,çorum
melikeycl,31,4.0,2,1,
Miray_Celik10,60,3.0,5,5,
deniz32,98,108.0,250,23,sakarya
birogretmeninmutfagi,33,34.0,42,2,i̇stanbul
vh4146,60,3.0,2,2,kocaeli̇
iskender1,81,18.0,24,7,
Filiz_AvciDurukal,131,520.0,3362,157,ankara
duygu_ozkan0633,32,9.0,10,5,
ferdanurgul_0561,41,5.0,5,1,i̇stanbul
renkli_sunumlar_63,35,16.0,70,47,şanliurfa
Sun_Moon2,99,2.0,6,6,
nmrve,67,5.0,3,11,
zeynepkose20,71,6.0,6,6,konya
esra0325,148,9.0,2,1,
azradevran27,49,30.0,91,26,hatay
EsRa_Aksu15,70,41.0,39,3,mani̇sa
pinarcalban_5399,41,5.0,0,0,van
goog_95f6c864d337,33,1.0,1,1,
sule_aydin2025,37,11.0,14,9,bursa
goog_2bf455519b37,37,6.0,1,3,şanliurfa
ebrudemr,103,25.0,50,1,i̇stanbul
eekruuu,40,1.0,1,2,
Aysegul_Atalar,132,36.0,210,8,i̇stanbul
varolskitchen,34,1.0,0,1,nevşehi̇r
zeynep-elci-7151,45,9.0,22,7,
fatos_ovacin,34,6.0,5,1,
beyzayldrm233,34,2.0,4,10,hatay
rumeysagcmn,35,2.0,5,3,
goog_55d0fa498263,35,4.0,3,0,ankara
ufkslcnnt,123,11.0,83,634,
nurr_2121,42,18.0,14,14,di̇yarbakir
mepruze-karabulut-5279,42,2.0,1,3,
mrvayhan,83,79.0,56,31,
CanSehbal_AlkirAltinbay,91,4.0,4,2,i̇zmi̇r
ymmyebruu,110,4.0,13,7,bursa
zengarden,71,13.0,15,6,bartin
Zeynep_Sarikaya16,103,48.0,36,16,ankara
ozgearkn,36,15.0,9,0,malatya
Fatma_Ustun17,36,11.0,11,2,adana
Sevgi_Sahin7,126,4.0,14,5,i̇stanbul
Merve_Turkoglu3,111,9.0,5,0,i̇stanbul
gmzyldrm7,54,10.0,4,1,
Firuzan_Uslu,48,2.0,0,1,
goksu_damla_tetik,36,11.0,3,0,
Sengul_Temizturk,123,17.0,31,7,muğla
nisamtlu,120,38.0,18,12,erzi̇ncan
ozlysn,53,7.0,9,7,ankara
asyacan83,122,12.0,15,2,
mervebelen34,77,5.0,5,3,konya
Sevdezaimoglu,37,8.0,14,23,
aysemel22,110,21.0,5,3,i̇stanbul
nurkya27,65,35.0,51,12,gazi̇antep
humeyrayigid,96,7.0,5,4,
fdyil,120,35.0,36,1,
aslikorkmaz_5050,42,5.0,0,0,
haticeninmutfagii17,48,6.0,12,9,i̇stanbul
goog_d97bdb2a0bf4,41,14.0,20,31,si̇vas
pnarnehr,79,6.0,30,53,
sidika-can-3106,44,13.0,20,8,konya
hatice_yildiz1950,39,4.0,2,2,mani̇sa
serapgoges_6565,41,3.0,7,39,
asliiiiduran,62,7.0,1,4,aydin
muberra-soylu-3673,42,5.0,8,9,gümüşhane
Mustafa5000,113,31.0,3,0,
kubraorun_,39,7.0,11,15,si̇i̇rt
gulsahfatih,119,1.0,10,10,ankara
mltmmrt,66,6.0,8,4,ri̇ze
hasretinmutfagii,65,35.0,136,79,
Sule_Sessiz,42,6.0,2,8,
kesifdunyam_su,126,22.0,26,19,yurtdişi
miracyusra27,88,31.0,45,4,gazi̇antep
Eyup_Turkmen,96,9.0,29,54,konya
elifcehersey,40,7.0,2,0,bursa
Elif_Ozturk80,110,63.0,67,15,
Nuray_ArdaKizilay,134,12.0,21,35,
aysegulm50,63,20.0,22,17,nevşehi̇r
esmayilmaz25,80,19.0,42,2,erzurum
Sumeyye_Kara6,119,6.0,24,7,
Zeynocan1347,40,7.0,28,1,adana
nytuser_gulsemsiyildiz_2198,45,2.0,0,0,
Kevser_Ekici,127,46.0,35,9,
iremsu66,83,6.0,1,0,antalya
ecekpln,118,15.0,8,2,
hanim-elvere-7898,44,24.0,6,2,adiyaman
Sultan_BademliKaratas,41,1.0,1,2,afyon
rabianurozcan3717,73,4.0,12,0,afyon
Ceylin.D.,44,15.0,1,2,deni̇zli̇
seda-nur-5339,44,3.0,1,0,tokat
Didemcee,113,6.0,13,7,
yasemininmutfagi2020,43,12.0,140,7,ankara
Cansu_Keskin5,113,19.0,26,13,i̇stanbul
Busra_Sayan5,55,1.0,0,0,
TCGulMuhammet_Mutlu,90,3.0,1,0,
fatma1789,134,25.0,14,1,konya
Denizhan_Akil,123,34.0,106,9,konya
ezgi-guner-0547,49,3.0,3,1,gaziantep
mihriban0771,43,4.0,20,38,teki̇rdağ
burcak16,99,1.0,2,0,i̇stanbul
tirnaklayemekyapilir,4,2.0,8,2,gaziantep
vemervee,78,4.0,15,5,yurt dışı (almanya)
pandacihanim,93,64.0,55,40,adana
aslisezeer,81,2.0,14,10,
sirinsuoranli,3,7.0,42,4,mersin
Songul_Kurklu,65,2.0,1,2,i̇stanbul
nilgunun__mutfagi,2,18.0,96,0,eskişehir
Cansu_Akcay4,79,58.0,235,22,i̇zmi̇r
nytuser_oykuayas_7916,8,1.0,2,0,
dilarra_1,12,2.0,1,0,i̇stanbul
fatmaiskifoglu,6,3.0,4,5,
firengold,73,14.0,14,0,deni̇zli̇
ozge1994,125,52.0,31,32,iğdir
gamzeardahan,5,1.0,3,3,erzurum
nytuser_azragnc_0079,16,1.0,1,3,afyon
Betul_Yilmaz_27,110,14.0,16,21,gaziantep
NaimEda_Sayan,114,12.0,7,0,i̇zmir
umutmutlu_0718,4,1.0,1,2,
semanurkaya_0165,5,1.0,1,0,
nytuser_tugbasert_1362,19,8.0,8,16,kahramanmaraş
seymacolak_6924,29,3.0,2,18,samsun
nytuser_burcuyuksel_6985,18,1.0,1,0,
deryas91,115,2.0,2,1,ankara
elfoz,91,33.0,76,48,i̇stanbul
yesimciftci_6440,6,4.0,2,1,i̇stanbul
nytuser_elifkocak_2048,9,1.0,3,1,
nytuser_asliutku_9519,23,4.0,3,2,
Sibel_Celik56,72,2.0,2,6,yurtdişi
sanemaydin,44,8.0,14,1,yurtdişi
nytuser_azn_6763,14,2.0,2,1,
goog_e46095da1ba8,32,6.0,1,4,mersi̇n
nytuser_aysesolak_9167,19,1.0,1,0,afyon
yeldan89,90,39.0,82,216,i̇zmi̇r
melisinyemekleri6,21,1.0,3,1,
Burcin_Ozkahraman,120,4.0,4,3,ankara
pylz,120,1.0,3,6,
nytuser_iklimozdemir_5023,16,1.0,1,1,i̇stanbul
irem6669,12,1.0,1,0,yozgat
goog_3558e893ee15,40,4.0,2,0,
Havva_Altay5,104,1.0,0,0,
ceren_tosunn,21,1.0,2,1,
Merve_MollaChousein,78,3.0,9,14,yurtdişi
abskl,67,15.0,10,3,
ack61,111,5.0,3,3,
nihal3435,50,2.0,1,4,
kartalicem1903,88,39.0,58,40,kocaeli
aysenurkali,60,5.0,18,6,i̇zmi̇r
busbusunmutfagi,21,1.0,0,0,
nytuser_mutebergun_6154,15,3.0,0,0,i̇stanbul
gulsahh3528,60,10.0,4,4,ordu
nytuser_ayseozturk_6649,14,2.0,1,0,bursa
Bebis_SurgunSevdam,150,13.0,6,6,
seviminci,132,1.0,6,9,
gorkem_ogur0508,16,3.0,1,3,i̇stanbul
Gizem_Top3,98,4.0,8,2,
nytuser_ozlemhavakara_4645,16,2.0,3,0,i̇stanbul
cerenyigitt,75,30.0,37,29,i̇stanbul
ezggi88,121,24.0,161,13,antalya
seddaa,134,44.0,28,14,
cydgn,72,5.0,3,1,
zeynep5055,17,3.0,1,2,kocaeli̇
Ayse_Gundogdu7,113,2.0,3,1,
ahmetbenli_0089,29,7.0,12,104,antalya
efsanin_mutfagi,18,1.0,1,2,
Hikmet_Tepecik,107,4.0,5,11,antalya
yarendogaozer_0943,32,1.0,0,0,
Mukremin_Sokutlu,86,6.0,9,15,i̇stanbul
Dilek_Taban,125,20.0,13,4,bursa
Beyzacvdr,52,7.0,4,0,
nytuser_tugceozcelik_5033,20,2.0,0,0,
nytuser_reyhanozgul_9217,24,8.0,0,0,antalya
busradnc45,20,2.0,2,6,mani̇sa
Hamide_Gumusbas,134,4.0,0,0,
jennieem,28,2.0,3,1,i̇zmi̇r
nesliyle,84,128.0,290,252,i̇stanbul
nyt_tarif_46,27,1.0,2,1,
didoyldrm,119,3.0,1,1,
Elatuba27,126,2.0,1,0,
Zehrakiss,28,4.0,3,5,kocaeli̇
Sedanur_Akgul,72,3.0,60,85,adana
rumeysayucel_9691,40,5.0,18,6,kayseri̇
nytuser_selvinaz_0624,77,1.0,2,0,yurtdişi
ogrencidytsynur,68,33.0,123,148,
nytuser_unalkilic_6632,24,14.0,25,12,i̇stanbul
nytuser_leylakanay_8040,24,28.0,62,17,trabzon
mia1,63,6.0,11,8,yurtdişi
Gamze_Coskun29,64,3.0,2,1,ankara
kitchen_birgulyildirim_4761,25,2.0,1,1,balikesi̇r
ihsanbugracam_8270,33,3.0,9,1,yurtdişi
goog_97fd7832dd0f,43,5.0,0,3,i̇stanbul
nytuser_zehrasarac_7598,25,13.0,82,18,trabzon
iremares8121,69,2.0,2,0,i̇stanbul
duyguckroglu,42,4.0,12,0,
zohrehasgul_9581,29,3.0,1,1,
hllymn...,45,17.0,9,5,i̇zmi̇r
nytuser_dilanyilmaz_4148,25,9.0,5,5,
neesliicaan,61,17.0,29,27,
shnnhatice,61,3.0,1,1,bursa
tugba_ozer_atay3589,26,3.0,2,1,
Nurgul_DanismanSaluk,117,9.0,7,8,
feyzaaltinkaya,43,5.0,21,18,
irem_ile,36,3.0,3,5,
nuray08,122,108.0,101,26,
mrsgl123,33,3.0,20,14,ankara
meryemce65,28,9.0,13,6,
fusyali-yemek-tarifleri-9969,50,1.0,3,0,
nytuser_damlat_0132,28,2.0,4,3,yurtdişi
kerembagci,53,4.0,6,1,i̇stanbul
lazkiziii,106,4.0,9,0,
pinartutar_9507,42,1.0,5,6,
Tulin_Savas,110,16.0,9,0,ankara
Fatma-isik,139,13.0,4,3,
elosun_mutfaksevdasi,31,7.0,7,0,i̇stanbul
dcindoruk,36,1.0,0,0,
aylanurkaya_2556,33,15.0,32,0,i̇stanbul
fikarferkangal_4814,30,2.0,0,0,ni̇ğde
Gozde_Sahin3,122,2.0,3,3,i̇stanbul
aleynakbyk,73,5.0,7,3,
nisan18,128,16.0,35,11,balikesi̇r
Elif_Bilgili,156,2.0,3,20,yurtdişi
pratikideas,31,1.0,1,1,yurtdişi (a.b.d.)
ercanilayda2,56,1.0,2,1,
duygu_ustundag77,32,5.0,3,1,yalova
zzoni3e,40,1.0,2,0,i̇stanbul
ilaydakk,109,15.0,31,0,
goog_e46ac449b698,37,1.0,1,0,
asliuslu7,51,12.0,8,1,hatay
Canan_Ozcan11,96,1.0,0,1,
Halis_Terzi,61,7.0,9,6,i̇zmi̇r
Ecem_Tumen,67,7.0,37,55,adana
goog_98beb50d7fb7,34,2.0,0,0,eski̇şehi̇r
tatlilarin-muhendisi,93,7.0,10,0,
byzarbieva,35,5.0,7,3,yurtdişi
Suna_Deveci,137,1.0,2,0,
sinemduygubykl,63,1.0,0,0,
Yasin_Uysaler,64,1.0,6,7,ankara
merve-cinnar,107,1.0,2,16,i̇stanbul
eda-demir749,49,12.0,13,3,gazi̇antep
Aysenur_Oztas,100,1.0,0,0,
SebahatHarunAkkas,35,5.0,4,0,
goog_88a35b1305d0,35,2.0,1,6,i̇zmi̇r
salihaninevyemekleri,62,6.0,10,1,i̇stanbul
Ceren_Inci,35,1.0,0,0,
Raife_Bozkurt,59,4.0,13,0,gazi̇antep
byzaltnn,112,6.0,6,0,
goog_8ca883559263,36,4.0,11,5,yurtdişi (almanya)
ebrunun_mutfgndan,36,3.0,7,1,ankara
gizemy1907,73,22.0,344,283,çorum
Adile_Kurban,91,11.0,6,2,hatay
Tugce_Gomurlu,52,4.0,3,3,
yesimbabayigit,56,81.0,129,2,yozgat
busratan,131,30.0,33,3,
fatmashpz,68,7.0,11,8,burdur
selda-kizmaz-3793,46,1.0,1,1,
beyza_tepe4046,36,1.0,1,0,
NurHilal_Ayhan,124,10.0,19,1,
Melike_Ince9,54,6.0,0,1,düzce
kubraaylmz2017,37,2.0,3,0,antalya
Firdevs_Basli,64,1.0,2,2,aksaray
muzeyyenmustular,60,2.0,1,4,i̇zmi̇r
ayfnd,88,7.0,1,3,eski̇şehi̇r
defnekoc,61,3.0,2,2,
bbernaddemir,37,3.0,3,4,
Buse_Siren,79,1.0,6,6,
chiteki,109,6.0,8,14,
ilginsu_gumus,37,1.0,0,0,i̇stanbul
meryemgokcen_7304,37,17.0,22,4,yurtdişi
ZeynepEbrar_Sari,44,3.0,0,2,
okyanusgulu,69,7.0,8,8,
irem_yilmaz8506,37,3.0,4,18,ankara
dilaybasakcetinoglu_3475,39,9.0,11,1,ankara
m-asmakaya,136,3.0,5,1,mersi̇n
ElifNur_Yandim,71,4.0,7,3,balikesi̇r
byznrbdmoglu,120,27.0,6,0,kahramanmaraş
whitekuebra,37,1.0,0,1,i̇stanbul
ssevilsahin,41,13.0,14,13,samsun
goog_9b5b5e1732a3,38,4.0,3,1,
emrenazlier,63,1.0,2,5,gazi̇antep
Yagmur_Durmus2,106,3.0,6,1,
batuka,68,6.0,1,2,
Gizem_Orer,112,33.0,9,0,
Figen_Turhan3,90,12.0,5,11,deni̇zli̇
sukneyn,43,3.0,5,3,
gamzergins,66,2.0,8,5,muğla
aumfk,72,5.0,7,4,i̇stanbul
ayselakgunn,83,6.0,3,2,
riskiharis04,48,3.0,0,0,i̇stanbul
sevvalzenbek81081,102,8.0,17,18,
nergis_nur_icoz4120,38,2.0,0,0,
Musmutlu2021,40,1.0,0,0,i̇zmi̇r
eminealdas,88,18.0,64,4,
nrdnck,122,14.0,88,20,
elif-y,121,15.0,20,13,elaziğ
Selingicicc,33,3.0,2,7,i̇stanbul
nurmiraulas,83,2.0,12,3,
SeLin_CeLik5,118,37.0,42,2,teki̇rdağ
kubraozturk766,96,2.0,2,4,
ipek17,124,14.0,27,41,teki̇rdağ
betulkymc,65,12.0,22,18,elazığ
esgkc,105,1.0,2,0,
nytuser_pinarogut_8656,18,3.0,1,1,
hasretinellerinden,5,1.0,1,0,
nytuser_hy_3417,8,9.0,19,31,kahramanmaraş
_ilaydaefeyilmaz_7289,20,4.0,7,2,
ZehraDuygu_Kilic,103,5.0,10,8,ankara
nagihancaner,109,11.0,18,6,
beyyzovic,80,6.0,13,35,ankara
nytuser_babafunky_6558,10,2.0,6,0,ankara
munzeviii,82,6.0,5,1,
Banu_Ozturk4,122,11.0,26,16,i̇stanbul
mee_loss,27,2.0,8,26,mardi̇n
ilknurlumutfak,60,30.0,53,9,ankara
umuttanrikulu,13,1.0,0,0,
nytuser_ilknurfatih_8520,21,1.0,0,3,
Aydan_Deregozu,105,4.0,8,8,
neslisahsoydan,76,3.0,0,0,ankara
nytuser_edaevirgencalis_1510,20,1.0,3,2,
Melisakorkmaz09,32,6.0,1,2,i̇stanbul
Sheyda2617,107,5.0,1,4,
merve_0462,15,1.0,1,0,
melike_7316,15,1.0,0,0,
huper,136,2.0,1,2,
nytuser_nuriye_4521,16,2.0,0,4,
Mihrimahbal,16,2.0,0,0,
ozgur_ra6653,15,2.0,0,0,
nytuser_feyziisan_6497,16,2.0,3,2,
nytuser_elif_6380,16,6.0,7,24,si̇i̇rt
nytuser_erkanyilmaz_1505,16,3.0,0,0,isparta
EmineMina_Sahin,77,2.0,2,3,
cemerr,16,2.0,2,0,karabük
pinardemir_01,17,15.0,13,1,gi̇resun
nefisevyemek,55,18.0,37,10,i̇stanbul
eda7788,17,3.0,3,2,
duygugunalsahin,88,22.0,13,13,ankara
nesibe-altnts,118,4.0,6,13,kocaeli̇
SebosunMutfagicom,17,4.0,7,1,samsun
nytuser_caglaturgut_7244,18,1.0,0,2,
nytuser_gizembildik_9070,18,5.0,9,8,mersi̇n
kalorilisaglik,18,6.0,24,1,mani̇sa
gamze-aslanturk-7611,47,6.0,5,5,
farangizkumcu_6811,30,1.0,4,4,
ozzgur_5627,28,4.0,3,42,
yigit001,61,3.0,2,1,
duygukarakoyun_2511,41,11.0,3,2,
ozbacak-ertem-9804,44,1.0,2,0,yurtdişi (belçi̇ka)
semos1903,120,2.0,5,4,i̇stanbul
Elif_ile_Mutfak,24,4.0,7,5,balikesi̇r
sumeyyeuzen,73,2.0,7,16,ni̇ğde
2655sedagun4151,25,15.0,93,545,kocaeli̇
servettakin_7531,32,5.0,12,31,
Birsenozer10,25,16.0,9,3,bursa
glbnyldz,117,8.0,10,8,yurtdişi
Gozdebayram_Dogan,110,104.0,66,2,mani̇sa
Ayse_Ozarslan3,63,3.0,2,8,kahramanmaraş
T4R1K,26,1.0,0,0,
m-erveearslan,111,8.0,7,2,malatya
sulecanangokcen,100,83.0,611,70,sakarya
Humeyra_AkyayKocoglu,113,3.0,1,10,
nytuser_liyamutfaklezzetl_8356,28,4.0,11,5,
gubabemmmm,29,2.0,6,4,
melikegurbuz_4095,29,8.0,17,20,kayseri̇
eslek,120,86.0,69,17,yurtdişi
yaseminekeroglu_5970,38,2.0,4,0,yurtdişi
nhnsnn,100,8.0,14,18,
nytuser_berivanerdogdu_2443,29,2.0,1,2,sakarya
rabiaozdemirr,58,3.0,1,0,ankara
Zehra_Karaduman6,67,11.0,13,12,hatay
busracetin91,30,3.0,2,6,yurtdişi
ceren_ugur2568,29,2.0,1,0,burdur
KBatar,44,2.0,5,5,
tintinimin,65,18.0,26,5,
Ishtar_Inanna,57,1.0,1,6,
goog_f98240b25124,32,2.0,1,1,i̇stanbul
gizemsacikara_2678,40,7.0,0,3,
Ahseniyet,53,8.0,5,0,
nesgrs,114,3.0,2,1,bursa
damladamla_1996,33,4.0,3,0,van
zeynepsipahi,100,11.0,11,8,i̇zmi̇r
guledurgan47,34,4.0,8,5,
ayse1745,83,1.0,9,41,mani̇sa
SudeAtes,33,6.0,4,2,ankara
goog_7ed1f1afcd9e,34,7.0,4,4,
sicak_tarifler,33,1.0,0,0,ağri
Rengin_Cimen2,57,1.0,0,1,hatay
almilayild,107,59.0,89,17,
cihanhalici_5693,34,11.0,32,0,bursa
ecrin_7777,38,4.0,1,1,
TuubaOnur,128,2.0,3,7,i̇zmi̇r
yildiz-2021,49,11.0,16,3,
Ozlem_Dora,109,11.0,13,10,i̇stanbul
little-princess,96,39.0,49,39,i̇zmi̇r
goog_melek,38,8.0,10,10,kahramanmaraş
damla2323,68,6.0,19,14,elaziğ
gulkam22,36,1.0,0,0,
goog_7e81e3eab9ae,36,1.0,0,0,
hulyayildirimmm,80,5.0,1,2,
busraceyhan_0440,36,1.0,10,4,
mrvknls,73,1.0,12,11,
goog_73e7133e71a8,36,6.0,2,3,
Irem_UludagHangisi,38,3.0,2,0,i̇stanbul
goog_f75a3ae26dcf,46,2.0,2,0,
safasimge,90,3.0,1,1,
sukriye-bilgin-saritepe-5858,45,5.0,4,3,
Busraagdas,108,22.0,54,40,i̇stanbul
silancaglar_8505,38,8.0,5,17,ni̇ğde
nytuser_sudeakkul_4920,17,1.0,0,0,ankara
diidemkoc,81,10.0,16,0,i̇stanbul
chefzeyno,120,36.0,58,15,
aikxicm2847,37,1.0,3,1,adana
sibelina,127,15.0,39,3,i̇zmi̇r
sefikagulcu,78,27.0,24,4,bursa
sushiria,94,1.0,16,113,
Rabia_Yildiz56,54,2.0,4,5,
Kadir_Yilmaz16,114,3.0,11,12,i̇stanbul
lezzetli-bir-gun-7693,53,7.0,91,12,gazi̇antep
Verda_AlacaTurgay,99,5.0,2,0,
pofidikmamalar,54,9.0,32,25,samsun
istanbulmutfagi,61,6.0,40,1,i̇stanbul
hamiyetinmutfagii,62,13.0,459,700,
meryemgezginci9546,76,6.0,1,3,
kitchenscodes,61,28.0,10,3,
sedataylor,132,47.0,105,8,yurtdişi
annemintarifi-tr-gg,61,2.0,1,0,
yusrafigen,88,6.0,41,0,adana
seybur,96,54.0,98,24,si̇vas
edda34edda,112,11.0,12,8,i̇stanbul
songul2016,107,39.0,80,33,
Onrsmy_Bozkurt,93,16.0,31,11,konya
fdmsrln,101,17.0,45,76,i̇zmi̇r
Yasemin_Adiloglu,74,6.0,12,10,i̇stanbul
Seleme_Yilmaz,106,1.0,3,3,ri̇ze
Omer_Paca,110,27.0,1673,11050,trabzon
hsynkcmz,88,9.0,12,3,i̇zmi̇r
munevvergen,91,16.0,43,17,ankara
Nuran_Yildiz7,112,22.0,34,3,
Akca_Aylin,89,23.0,47,9,i̇zmi̇r
Cansu_CatukTurkmen,93,13.0,30,0,
sevideninciler,88,9.0,9,1,
muhammetderyanas,89,23.0,11,9,mersi̇n
mutfaktayizanne,90,54.0,299,646,kayseri̇
aysebaharalkaya,90,1.0,0,1,
gzmmnurr,89,20.0,39,32,i̇stanbul
dilarademir91,90,4.0,3,0,i̇stanbul
AKINCIASLI,112,8.0,2,3,deni̇zli̇
amylee000752,123,7.0,3,4,kayseri̇
Hilal_Mumcuoglu,123,2.0,7,6,
fadime-03,97,2.0,2,0,afyon
OZGEM90,125,116.0,114,4,
Hale_Kucuk,123,153.0,1106,31,i̇stanbul
Ece_Cetin6,116,21.0,15,4,yurtdişi
HeNaygan,125,452.0,10493,92,
MERYEMtecirli,125,3.0,1,0,
EcrinYagmur,125,77.0,92,30,van
zehra-ysmn,125,31.0,185,0,antalya
Ezgi_Seckin,124,24.0,13,10,
Nurullah_Kurtaran,125,7.0,3,5,
Bora_Noyan,114,1.0,10,2,yurtdişi
meryemramazanocal,98,18.0,35,6,hatay
trcng,113,58.0,147,54,i̇stanbul
bahartoprak,118,63.0,54,4,antalya
lovecooklove,119,11.0,12,27,yurtdişi
Cagatay_Cakir,102,8.0,15,15,eski̇şehi̇r
mervebhr,110,44.0,66,33,
