kayit_ay,tarif_sayisi,takipci,takip,sehir,profil_id
109.0,26.0,30.0,18.0,,188180
73.0,1.0,1.0,0.0,yurtdişi,188181
130.0,2.0,12.0,6.0,,159661
82.0,2.0,11.0,16.0,,159200
129.0,5.0,4.0,6.0,i̇zmi̇r,119136
32.0,1.0,0.0,1.0,,140377
101.0,21.0,6.0,2.0,bursa,133938
57.0,8.0,22.0,27.0,,140752
108.0,2.0,22.0,112.0,,170331
115.0,2.0,0.0,1.0,,166130
125.0,5.0,1.0,12.0,,154566
66.0,1.0,2.0,2.0,,124779
152.0,15.0,37.0,30.0,sakarya,188182
110.0,1.0,6.0,4.0,kayseri̇,188183
72.0,1.0,1.0,2.0,,188184
75.0,3.0,14.0,17.0,ki̇li̇s,122720
68.0,1.0,3.0,3.0,muğla,154697
49.0,1.0,0.0,0.0,,151201
73.0,2.0,8.0,5.0,teki̇rdağ,148630
72.0,4.0,2.0,1.0,,129613
52.0,8.0,6.0,3.0,ankara,130372
135.0,5.0,4.0,1.0,,188185
119.0,2.0,0.0,0.0,,188186
120.0,2.0,1.0,0.0,,188187
113.0,9.0,10.0,8.0,ankara,125579
69.0,11.0,6.0,0.0,i̇stanbul,124857
105.0,7.0,10.0,5.0,,122717
122.0,1.0,2.0,4.0,i̇stanbul,168017
119.0,1.0,10.0,7.0,nevşehi̇r,162082
82.0,4.0,12.0,7.0,,161189
111.0,1.0,1.0,0.0,,188188
105.0,5.0,17.0,9.0,hatay,119654
127.0,2.0,0.0,9.0,muğla,188189
125.0,1.0,4.0,2.0,di̇yarbakir,168918
120.0,26.0,192.0,0.0,,142178
103.0,2.0,0.0,0.0,,188190
109.0,1.0,3.0,0.0,,173171
123.0,6.0,12.0,27.0,adana,132080
115.0,3.0,5.0,1.0,si̇i̇rt,135005
156.0,1.0,2.0,0.0,,150919
63.0,3.0,18.0,23.0,kayseri̇,131116
120.0,4.0,11.0,5.0,,188191
127.0,1.0,0.0,1.0,,172571
121.0,51.0,29.0,8.0,van,188192
78.0,7.0,40.0,1.0,i̇zmi̇r,142887
126.0,1.0,0.0,1.0,i̇zmi̇r,188193
62.0,4.0,1.0,0.0,mersi̇n,136242
88.0,1.0,0.0,0.0,,169935
130.0,17.0,25.0,6.0,antalya,120056
148.0,3.0,11.0,1.0,,169500
59.0,2.0,3.0,1.0,,167384
78.0,6.0,5.0,4.0,balikesi̇r,141693
121.0,18.0,15.0,4.0,,188194
62.0,18.0,35.0,53.0,aydin,128103
136.0,3.0,4.0,0.0,,188195
144.0,2.0,27.0,0.0,eski̇şehi̇r,161657
110.0,1.0,0.0,0.0,muğla,188196
77.0,3.0,12.0,4.0,,188197
137.0,1.0,0.0,5.0,,163568
74.0,1.0,1.0,0.0,ankara,156246
134.0,5.0,61.0,0.0,,132243
108.0,2.0,1.0,0.0,,188198
95.0,2.0,3.0,0.0,,165968
107.0,4.0,2.0,2.0,,134134
122.0,1.0,0.0,0.0,,188199
108.0,4.0,37.0,221.0,yurtdişi,188200
81.0,5.0,10.0,2.0,i̇zmi̇r,188201
104.0,5.0,12.0,3.0,,139616
125.0,69.0,48.0,3.0,i̇stanbul,188202
139.0,1.0,16.0,0.0,,173937
124.0,13.0,30.0,3.0,gazi̇antep,188203
127.0,1.0,3.0,8.0,kayseri̇,148064
133.0,4.0,2.0,1.0,,141937
105.0,4.0,0.0,3.0,i̇stanbul,188204
36.0,1.0,0.0,0.0,,145261
118.0,4.0,6.0,8.0,,188205
137.0,2.0,0.0,1.0,,152169
113.0,4.0,7.0,4.0,konya,161772
127.0,4.0,5.0,10.0,,188206
72.0,15.0,23.0,67.0,,135448
124.0,6.0,8.0,10.0,ankara,188207
88.0,7.0,3.0,0.0,kars,154884
112.0,10.0,26.0,11.0,i̇stanbul,188208
125.0,5.0,7.0,0.0,,134445
93.0,1.0,1.0,0.0,,151928
134.0,4.0,4.0,9.0,sakarya,157211
102.0,1.0,1.0,0.0,,188209
118.0,5.0,20.0,13.0,,188210
84.0,3.0,0.0,0.0,i̇stanbul,138567
131.0,6.0,7.0,0.0,,144642
130.0,5.0,4.0,23.0,malatya,148348
119.0,3.0,3.0,8.0,ankara,150674
92.0,2.0,8.0,7.0,i̇zmi̇r,188211
104.0,1.0,0.0,0.0,bursa,153452
135.0,1.0,2.0,12.0,,169324
123.0,2.0,1.0,1.0,,171090
64.0,5.0,5.0,1.0,,131416
116.0,14.0,18.0,10.0,,188212
126.0,3.0,1.0,0.0,i̇stanbul,188213
86.0,1.0,12.0,107.0,afyon,165683
120.0,12.0,28.0,31.0,i̇stanbul,188214
107.0,3.0,30.0,12.0,i̇stanbul,139913
107.0,3.0,69.0,0.0,ankara,188215
113.0,11.0,22.0,5.0,i̇zmi̇r,146181
131.0,6.0,19.0,2.0,,159372
79.0,3.0,6.0,22.0,si̇i̇rt,156315
61.0,1.0,2.0,1.0,,129052
111.0,34.0,340.0,122.0,kirikkale,124049
76.0,15.0,6.0,0.0,,188216
78.0,1.0,0.0,0.0,,188217
120.0,3.0,2.0,0.0,i̇zmi̇r,132884
114.0,2.0,23.0,33.0,mardi̇n,158000
107.0,2.0,5.0,7.0,,188218
88.0,2.0,2.0,4.0,gazi̇antep,166564
130.0,6.0,12.0,15.0,ankara,188219
91.0,2.0,8.0,12.0,,188220
131.0,3.0,1.0,3.0,,167136
139.0,1.0,3.0,3.0,,188221
122.0,9.0,38.0,23.0,,135875
121.0,1.0,2.0,2.0,,188222
126.0,35.0,27.0,27.0,,142525
127.0,1.0,12.0,81.0,,188223
112.0,3.0,6.0,5.0,batman,188224
86.0,6.0,5.0,0.0,i̇stanbul,117939
80.0,1.0,0.0,0.0,ankara,188225
100.0,5.0,8.0,0.0,kirşehi̇r,146502
113.0,1.0,1.0,0.0,i̇zmi̇r,168539
84.0,2.0,2.0,0.0,,154962
96.0,87.0,240.0,20.0,,123039
130.0,26.0,24.0,16.0,i̇stanbul,188226
120.0,15.0,13.0,0.0,eski̇şehi̇r,188227
64.0,1.0,13.0,3.0,trabzon,188228
113.0,7.0,3.0,7.0,teki̇rdağ,188229
125.0,26.0,47.0,2.0,yurtdişi,127388
125.0,1.0,4.0,7.0,,135404
110.0,1.0,2.0,2.0,mersi̇n,158913
92.0,1.0,5.0,7.0,,151711
112.0,17.0,25.0,17.0,tokat,188230
131.0,6.0,3.0,1.0,bursa,188231
80.0,20.0,74.0,17.0,aksaray,122312
120.0,4.0,18.0,1.0,i̇stanbul,188232
102.0,2.0,2.0,8.0,,142744
136.0,21.0,36.0,8.0,,121207
88.0,1.0,0.0,0.0,,165661
110.0,1.0,0.0,3.0,,165545
126.0,25.0,34.0,31.0,,132196
84.0,3.0,4.0,2.0,,117486
135.0,5.0,7.0,4.0,ankara,188233
81.0,1.0,0.0,0.0,kocaeli̇,132940
55.0,1.0,1.0,2.0,,140937
106.0,1.0,1.0,1.0,kocaeli̇,146099
85.0,10.0,34.0,24.0,aksaray,122342
120.0,3.0,1.0,0.0,,154509
124.0,11.0,22.0,5.0,,120101
115.0,3.0,4.0,1.0,ankara,188234
106.0,20.0,23.0,19.0,kayseri̇,119798
73.0,2.0,10.0,2.0,,141670
78.0,1.0,11.0,0.0,i̇stanbul,188235
89.0,6.0,8.0,7.0,,188236
86.0,10.0,28.0,21.0,eski̇şehi̇r,117973
122.0,8.0,34.0,107.0,,124082
61.0,1.0,2.0,0.0,i̇zmi̇r,188237
100.0,2.0,0.0,10.0,,121472
80.0,2.0,1.0,0.0,,161239
93.0,3.0,10.0,9.0,i̇zmi̇r,144582
24.0,1.0,0.0,0.0,,147958
123.0,7.0,10.0,5.0,,188238
101.0,2.0,4.0,2.0,bursa,158627
73.0,4.0,4.0,0.0,,143113
100.0,1.0,1.0,2.0,,151667
88.0,2.0,0.0,1.0,nevşehi̇r,153990
99.0,3.0,3.0,0.0,,153337
62.0,5.0,1.0,0.0,i̇stanbul,157667
124.0,3.0,4.0,13.0,,169339
141.0,1.0,14.0,171.0,,165470
117.0,1.0,28.0,10.0,,188239
119.0,1.0,4.0,49.0,,188240
126.0,6.0,24.0,77.0,,153131
64.0,7.0,15.0,14.0,,117503
121.0,1.0,2.0,2.0,,188241
146.0,1.0,3.0,9.0,mersi̇n,155553
60.0,1.0,1.0,0.0,,154650
123.0,20.0,16.0,6.0,antalya,140232
84.0,8.0,20.0,28.0,,145459
76.0,2.0,2.0,10.0,,156276
88.0,8.0,1.0,0.0,,130844
120.0,1.0,0.0,0.0,,164081
119.0,2.0,2.0,1.0,kocaeli̇,188242
97.0,2.0,5.0,8.0,teki̇rdağ,152242
98.0,9.0,25.0,22.0,şirnak,128305
131.0,2.0,1.0,2.0,yurtdişi,188243
124.0,12.0,7.0,2.0,,123355
92.0,2.0,1.0,2.0,,188244
80.0,6.0,20.0,47.0,ankara,188245
113.0,2.0,0.0,1.0,,158997
125.0,1.0,0.0,0.0,,152478
107.0,1.0,5.0,11.0,eski̇şehi̇r,174098
120.0,13.0,12.0,7.0,,188246
89.0,4.0,39.0,6.0,kocaeli̇,136650
90.0,12.0,32.0,30.0,adana,131629
68.0,2.0,2.0,3.0,,154790
54.0,6.0,2.0,1.0,i̇stanbul,126130
118.0,1.0,1.0,1.0,,188247
66.0,7.0,63.0,46.0,ankara,131474
16.0,2.0,0.0,0.0,,149313
119.0,3.0,1.0,3.0,i̇stanbul,188248
96.0,12.0,48.0,61.0,,125213
59.0,4.0,31.0,7.0,mardi̇n,139275
120.0,5.0,11.0,15.0,van,166946
89.0,8.0,9.0,17.0,kocaeli̇,188249
84.0,2.0,15.0,19.0,,130411
154.0,2.0,1.0,2.0,i̇stanbul,188250
112.0,2.0,1.0,5.0,si̇vas,188251
67.0,2.0,0.0,0.0,,188252
47.0,1.0,0.0,0.0,mersi̇n,188253
98.0,1.0,0.0,1.0,,188254
114.0,6.0,9.0,13.0,i̇zmi̇r,188255
123.0,1.0,0.0,1.0,,169298
62.0,3.0,63.0,235.0,yurtdişi,133719
133.0,1.0,0.0,0.0,,173876
76.0,1.0,0.0,0.0,ankara,165604
111.0,1.0,0.0,0.0,,150404
73.0,10.0,24.0,23.0,,188256
86.0,10.0,1.0,2.0,i̇stanbul,133663
22.0,1.0,3.0,4.0,ankara,152548
62.0,1.0,0.0,0.0,teki̇rdağ,138205
62.0,2.0,1.0,1.0,i̇zmi̇r,156092
93.0,1.0,7.0,21.0,ankara,152726
89.0,1.0,0.0,0.0,,188257
124.0,1.0,0.0,2.0,,161893
77.0,1.0,4.0,1.0,,188258
62.0,3.0,2.0,3.0,elaziğ,145005
82.0,2.0,1.0,6.0,van,121874
94.0,2.0,3.0,1.0,,153240
125.0,4.0,3.0,2.0,,169602
78.0,14.0,21.0,1.0,,147922
128.0,2.0,0.0,0.0,,148408
129.0,4.0,3.0,6.0,balikesi̇r,144704
92.0,2.0,1.0,3.0,,144169
85.0,8.0,13.0,7.0,yurtdişi,139609
87.0,2.0,0.0,3.0,,153933
110.0,1.0,4.0,0.0,,152345
113.0,1.0,0.0,3.0,,188259
107.0,1.0,3.0,7.0,i̇stanbul,154224
84.0,1.0,0.0,1.0,aksaray,149817
98.0,2.0,12.0,28.0,,165188
127.0,27.0,47.0,11.0,osmani̇ye,188260
87.0,2.0,0.0,0.0,,165794
124.0,3.0,1.0,1.0,,171028
140.0,1.0,1.0,0.0,,161656
89.0,7.0,7.0,19.0,osmani̇ye,119518
120.0,1.0,0.0,0.0,,188261
139.0,5.0,4.0,4.0,,119017
93.0,3.0,9.0,7.0,,164578
132.0,1.0,0.0,11.0,,165103
113.0,3.0,1.0,1.0,,188262
123.0,16.0,87.0,7.0,,127552
119.0,1.0,0.0,2.0,,127426
116.0,1.0,2.0,9.0,,149809
121.0,20.0,9.0,0.0,,138271
133.0,1.0,49.0,18.0,,150900
101.0,1.0,1.0,2.0,gümüşhane,162977
120.0,10.0,3.0,7.0,ankara,188263
126.0,1.0,0.0,6.0,antalya,188264
62.0,6.0,9.0,3.0,i̇zmi̇r,188265
138.0,1.0,1.0,2.0,,173933
115.0,1.0,1.0,0.0,i̇stanbul,188266
84.0,18.0,10.0,4.0,di̇yarbakir,128170
139.0,23.0,55.0,28.0,,131827
119.0,4.0,2.0,1.0,,144843
91.0,2.0,3.0,4.0,,158310
105.0,2.0,0.0,2.0,,172015
50.0,2.0,3.0,1.0,,140336
114.0,1.0,15.0,0.0,ankara,132021
149.0,32.0,79.0,6.0,samsun,122087
38.0,1.0,0.0,13.0,,140887
70.0,3.0,35.0,62.0,,167234
125.0,27.0,450.0,2.0,,188267
108.0,1.0,2.0,1.0,gazi̇antep,188268
129.0,3.0,8.0,28.0,i̇zmi̇r,188269
61.0,2.0,0.0,1.0,,145109
149.0,2.0,12.0,18.0,muğla,159974
135.0,1.0,0.0,6.0,,161620
100.0,55.0,153.0,1.0,kocaeli̇,119488
104.0,4.0,22.0,3.0,,125112
84.0,1.0,4.0,1.0,,163477
120.0,9.0,5.0,21.0,bursa,138981
124.0,1.0,1.0,6.0,,188270
104.0,2.0,1.0,4.0,i̇stanbul,168326
71.0,12.0,24.0,6.0,çanakkale,132336
75.0,2.0,3.0,1.0,,157903
102.0,1.0,0.0,1.0,,188271
109.0,5.0,6.0,0.0,i̇stanbul,126839
119.0,5.0,1.0,0.0,,127463
132.0,9.0,43.0,12.0,yurtdişi,188272
64.0,19.0,169.0,155.0,bursa,188273
61.0,2.0,2.0,5.0,i̇stanbul,147684
54.0,4.0,9.0,4.0,,138140
94.0,6.0,29.0,0.0,i̇stanbul,158117
102.0,1.0,6.0,18.0,i̇stanbul,188274
61.0,5.0,5.0,2.0,,128164
122.0,2.0,0.0,0.0,,161852
127.0,3.0,6.0,4.0,konya,155773
121.0,14.0,13.0,4.0,,188275
113.0,1.0,4.0,4.0,hatay,188276
125.0,7.0,19.0,18.0,,145343
120.0,10.0,21.0,27.0,,146585
84.0,1.0,0.0,3.0,,164988
117.0,1.0,0.0,2.0,kocaeli̇,188277
123.0,28.0,21.0,8.0,,127461
109.0,11.0,13.0,7.0,,188278
108.0,2.0,5.0,6.0,,188279
25.0,1.0,2.0,11.0,konya,140353
113.0,78.0,129.0,41.0,adiyaman,188280
120.0,1.0,1.0,3.0,,188281
100.0,1.0,2.0,1.0,ankara,188282
76.0,6.0,52.0,72.0,konya,133738
117.0,46.0,30.0,6.0,,119933
132.0,3.0,5.0,3.0,adana,172964
54.0,5.0,0.0,0.0,kayseri̇,123595
84.0,13.0,9.0,8.0,ankara,120276
133.0,11.0,14.0,1.0,,142186
139.0,26.0,91.0,43.0,,140045
96.0,1.0,1.0,1.0,,188283
121.0,4.0,11.0,7.0,amasya,188284
101.0,2.0,0.0,0.0,i̇stanbul,188285
108.0,1.0,1.0,0.0,,166680
110.0,17.0,19.0,1.0,,188286
124.0,6.0,22.0,108.0,,142234
122.0,6.0,3.0,11.0,antalya,188287
126.0,1.0,0.0,1.0,,158271
126.0,1.0,1.0,0.0,,171156
82.0,1.0,0.0,0.0,i̇stanbul,188288
114.0,1.0,2.0,4.0,bursa,188289
109.0,2.0,0.0,0.0,,188290
116.0,3.0,1.0,0.0,bursa,188291
109.0,1.0,0.0,0.0,,166828
74.0,5.0,6.0,17.0,,149803
109.0,1.0,0.0,0.0,,188292
133.0,3.0,12.0,0.0,,169849
124.0,3.0,7.0,6.0,,134409
87.0,6.0,28.0,3.0,,140574
64.0,1.0,1.0,1.0,,132619
131.0,2.0,7.0,15.0,,155599
128.0,1.0,0.0,3.0,,188293
80.0,1.0,0.0,0.0,,188294
124.0,4.0,0.0,0.0,,163273
125.0,1.0,6.0,11.0,i̇stanbul,162416
112.0,8.0,1.0,1.0,nevşehi̇r,188295
123.0,44.0,42.0,14.0,i̇zmi̇r,188296
146.0,13.0,7.0,3.0,,128816
124.0,8.0,4.0,3.0,,127492
85.0,4.0,17.0,27.0,i̇stanbul,122774
70.0,2.0,4.0,3.0,,159304
93.0,7.0,3.0,1.0,,120670
115.0,2.0,4.0,0.0,isparta,188297
64.0,3.0,6.0,0.0,i̇stanbul,140424
110.0,1.0,0.0,2.0,,166278
1.0,1.0,4.0,1.0,i̇stanbul,149228
120.0,1.0,6.0,0.0,,188298
87.0,2.0,1.0,1.0,,157902
112.0,13.0,28.0,8.0,konya,188299
111.0,14.0,45.0,64.0,i̇zmi̇r,188300
103.0,2.0,1.0,0.0,i̇stanbul,131757
82.0,7.0,33.0,33.0,sakarya,138408
67.0,5.0,1.0,2.0,,132555
55.0,7.0,2.0,4.0,,136085
70.0,1.0,1.0,0.0,,165019
117.0,9.0,10.0,10.0,hatay,188301
74.0,1.0,0.0,0.0,,188302
146.0,1.0,1.0,0.0,,173040
114.0,1.0,1.0,0.0,,188303
114.0,12.0,15.0,18.0,ankara,118615
123.0,10.0,3.0,4.0,,118912
120.0,14.0,61.0,102.0,karaman,188304
104.0,1.0,0.0,12.0,i̇zmi̇r,142126
121.0,2.0,2.0,1.0,,163158
106.0,5.0,3.0,0.0,,188305
62.0,4.0,2.0,1.0,mersi̇n,136051
108.0,5.0,2.0,2.0,,120675
103.0,17.0,13.0,4.0,,126871
125.0,12.0,37.0,1.0,i̇stanbul,129632
93.0,1.0,1.0,2.0,,168348
113.0,3.0,7.0,9.0,ankara,131283
63.0,2.0,5.0,2.0,gazi̇antep,188306
114.0,2.0,9.0,12.0,sakarya,164675
117.0,1.0,0.0,0.0,,188307
128.0,2.0,2.0,0.0,,149097
61.0,4.0,9.0,16.0,i̇stanbul,140626
115.0,4.0,5.0,1.0,i̇stanbul,188308
37.0,1.0,1.0,1.0,,149302
61.0,1.0,0.0,0.0,,188309
59.0,3.0,1.0,1.0,mani̇sa,160538
100.0,1.0,0.0,0.0,i̇stanbul,188310
66.0,4.0,3.0,0.0,ankara,136195
134.0,5.0,2.0,1.0,i̇stanbul,188311
110.0,4.0,15.0,153.0,i̇stanbul,128703
118.0,2.0,0.0,0.0,,188312
111.0,3.0,6.0,6.0,,139826
121.0,14.0,24.0,1.0,,139968
84.0,7.0,11.0,2.0,,141758
109.0,4.0,0.0,8.0,konya,188313
124.0,2.0,4.0,2.0,,188314
75.0,2.0,33.0,33.0,,140464
127.0,4.0,3.0,2.0,i̇zmi̇r,143895
126.0,160.0,359.0,161.0,i̇stanbul,188315
51.0,2.0,1.0,0.0,elaziğ,188316
108.0,4.0,4.0,3.0,i̇zmi̇r,188317
48.0,1.0,0.0,0.0,,132271
64.0,1.0,3.0,4.0,,188318
106.0,1.0,0.0,0.0,,188319
127.0,1.0,0.0,1.0,,164492
81.0,36.0,28.0,4.0,,117534
76.0,15.0,67.0,38.0,,188320
122.0,2.0,5.0,4.0,samsun,173661
120.0,2.0,1.0,1.0,,188321
131.0,1.0,0.0,8.0,sakarya,174560
120.0,2.0,0.0,0.0,,137417
126.0,1.0,1.0,1.0,,188322
127.0,2.0,7.0,3.0,,123313
90.0,29.0,80.0,3.0,kayseri̇,188323
103.0,19.0,91.0,164.0,konya,122759
104.0,1.0,0.0,1.0,kirikkale,188324
112.0,56.0,48.0,2.0,i̇zmi̇r,188325
97.0,1.0,0.0,0.0,,163606
123.0,3.0,4.0,10.0,edi̇rne,161817
122.0,2.0,1.0,0.0,,160064
103.0,1.0,0.0,1.0,adana,170226
116.0,2.0,3.0,8.0,i̇zmi̇r,136664
127.0,29.0,39.0,40.0,ankara,188326
82.0,2.0,2.0,3.0,i̇zmi̇r,147845
128.0,4.0,7.0,2.0,,140206
131.0,1.0,2.0,0.0,,171234
77.0,2.0,3.0,3.0,,188327
66.0,1.0,20.0,66.0,,148564
91.0,10.0,15.0,11.0,şanliurfa,121255
68.0,3.0,4.0,2.0,i̇zmi̇r,188328
114.0,2.0,0.0,0.0,,158684
119.0,10.0,11.0,18.0,ankara,124154
112.0,2.0,5.0,11.0,,188329
78.0,1.0,10.0,0.0,,188330
114.0,1.0,0.0,1.0,,188331
119.0,3.0,3.0,4.0,osmani̇ye,160910
118.0,2.0,2.0,10.0,i̇stanbul,188332
75.0,1.0,5.0,25.0,,188333
109.0,1.0,12.0,0.0,,163057
96.0,3.0,1.0,0.0,yurtdişi,120672
75.0,1.0,13.0,0.0,,165141
116.0,7.0,16.0,12.0,,148319
55.0,1.0,1.0,1.0,,164487
120.0,1.0,0.0,0.0,,188334
98.0,29.0,55.0,53.0,bursa,117953
116.0,1.0,0.0,0.0,bursa,128033
49.0,4.0,10.0,0.0,,188335
87.0,1.0,5.0,4.0,,169883
71.0,1.0,9.0,3.0,i̇stanbul,120262
119.0,2.0,1.0,10.0,,121648
62.0,5.0,6.0,9.0,ankara,147671
120.0,1.0,3.0,6.0,,188336
66.0,1.0,0.0,0.0,,188337
59.0,4.0,5.0,2.0,,128045
87.0,3.0,5.0,1.0,gazi̇antep,130605
107.0,2.0,3.0,2.0,,155336
136.0,1.0,2.0,18.0,i̇stanbul,174584
143.0,12.0,15.0,0.0,,125973
115.0,11.0,20.0,12.0,,188338
48.0,1.0,0.0,1.0,i̇stanbul,145238
128.0,5.0,28.0,0.0,i̇stanbul,125685
62.0,2.0,18.0,0.0,,142976
127.0,5.0,165.0,1.0,,171172
81.0,3.0,9.0,13.0,,188339
77.0,1.0,4.0,0.0,,165632
105.0,2.0,1.0,0.0,,188340
121.0,16.0,16.0,4.0,,134296
134.0,3.0,2.0,2.0,i̇stanbul,140478
108.0,1.0,1.0,0.0,,162413
125.0,43.0,44.0,1.0,hatay,126246
112.0,2.0,2.0,1.0,,157180
126.0,2.0,1.0,1.0,aydin,188341
35.0,2.0,3.0,2.0,,130048
111.0,1.0,4.0,11.0,,188342
124.0,4.0,3.0,0.0,,188343
140.0,1.0,4.0,20.0,,170191
61.0,9.0,7.0,6.0,muğla,131223
84.0,1.0,0.0,1.0,,188344
52.0,4.0,42.0,80.0,,151262
63.0,1.0,2.0,1.0,eski̇şehi̇r,159212
104.0,1.0,0.0,0.0,,123154
84.0,1.0,0.0,2.0,,165579
110.0,4.0,0.0,0.0,i̇stanbul,142223
114.0,8.0,1.0,6.0,yurtdişi,117552
45.0,2.0,5.0,1.0,antalya,188345
37.0,1.0,5.0,3.0,,142711
101.0,1.0,0.0,1.0,,188346
87.0,2.0,0.0,0.0,,168280
113.0,3.0,4.0,2.0,,188347
108.0,1.0,0.0,0.0,,188348
123.0,5.0,3.0,8.0,,155783
124.0,2.0,0.0,3.0,,169204
123.0,1.0,0.0,2.0,,174510
128.0,3.0,3.0,1.0,kayseri̇,188349
138.0,6.0,11.0,65.0,,127654
82.0,24.0,47.0,5.0,ankara,117912
100.0,4.0,12.0,5.0,,188350
73.0,4.0,1.0,0.0,,126154
131.0,1.0,1.0,5.0,,188351
125.0,4.0,0.0,2.0,,141432
124.0,6.0,4.0,6.0,,188352
78.0,6.0,12.0,3.0,,128470
87.0,48.0,35.0,6.0,kocaeli̇,117508
111.0,4.0,3.0,3.0,,118151
73.0,13.0,13.0,3.0,i̇zmi̇r,143930
90.0,6.0,56.0,2.0,,153007
110.0,2.0,0.0,0.0,,188353
126.0,8.0,15.0,11.0,,153815
121.0,1.0,3.0,0.0,,188354
106.0,1.0,1.0,2.0,,165555
83.0,2.0,6.0,9.0,adiyaman,188355
74.0,2.0,73.0,4.0,düzce,140909
62.0,2.0,4.0,10.0,bartin,157651
127.0,1.0,3.0,9.0,,170593
95.0,3.0,5.0,1.0,,188356
60.0,7.0,172.0,256.0,yozgat,139306
92.0,4.0,9.0,6.0,,133820
107.0,1.0,0.0,6.0,afyon,148737
122.0,13.0,26.0,47.0,,127076
102.0,7.0,0.0,0.0,,154137
72.0,1.0,0.0,0.0,,167463
78.0,1.0,4.0,0.0,,188357
53.0,2.0,0.0,1.0,,140657
121.0,6.0,3.0,12.0,erzurum,127539
66.0,2.0,2.0,2.0,i̇stanbul,133751
141.0,2.0,0.0,7.0,,142229
121.0,3.0,3.0,2.0,,188358
114.0,1.0,0.0,1.0,,174019
119.0,1.0,0.0,3.0,,174803
92.0,7.0,14.0,5.0,kayseri̇,188359
118.0,1.0,0.0,0.0,,169606
119.0,1.0,0.0,7.0,,138453
77.0,1.0,4.0,0.0,,188360
74.0,3.0,0.0,3.0,trabzon,147227
108.0,7.0,2.0,0.0,,131413
120.0,3.0,0.0,0.0,,188361
137.0,1.0,11.0,23.0,kastamonu,154798
124.0,5.0,5.0,2.0,,150844
113.0,15.0,21.0,3.0,,188362
122.0,3.0,2.0,1.0,,154489
123.0,14.0,13.0,23.0,,188363
125.0,4.0,9.0,3.0,,125816
133.0,1.0,1.0,3.0,,169464
100.0,4.0,1.0,3.0,,188364
108.0,1.0,0.0,0.0,bursa,188365
121.0,25.0,40.0,2.0,,135749
109.0,1.0,0.0,0.0,,188366
113.0,1.0,0.0,0.0,,188367
109.0,1.0,4.0,3.0,,188368
111.0,2.0,2.0,2.0,ankara,127261
115.0,6.0,2.0,2.0,,155500
127.0,38.0,23.0,2.0,,188369
107.0,16.0,34.0,41.0,,120725
93.0,7.0,13.0,40.0,kocaeli̇,188370
106.0,3.0,0.0,4.0,,188371
71.0,2.0,1.0,1.0,i̇stanbul,145036
56.0,2.0,3.0,0.0,,127999
136.0,2.0,4.0,13.0,,188372
57.0,2.0,3.0,0.0,,140702
137.0,2.0,5.0,8.0,,188373
125.0,6.0,10.0,2.0,,188374
30.0,1.0,1.0,2.0,deni̇zli̇,130014
117.0,7.0,7.0,40.0,i̇zmi̇r,137267
136.0,1.0,1.0,14.0,,142566
120.0,2.0,3.0,4.0,,188375
88.0,1.0,5.0,25.0,i̇stanbul,165797
82.0,5.0,15.0,17.0,yurtdişi,150187
80.0,9.0,24.0,32.0,,132706
110.0,2.0,6.0,10.0,konya,188376
122.0,2.0,2.0,14.0,,188377
80.0,3.0,10.0,0.0,gazi̇antep,188378
70.0,2.0,0.0,6.0,,164595
79.0,10.0,7.0,0.0,i̇stanbul,117643
121.0,2.0,7.0,4.0,,188379
118.0,16.0,9.0,8.0,,123390
116.0,10.0,7.0,7.0,,141619
101.0,1.0,0.0,0.0,,188380
119.0,2.0,6.0,7.0,,188381
122.0,11.0,5.0,7.0,kayseri̇,148158
72.0,5.0,7.0,5.0,,120425
63.0,1.0,1.0,24.0,,188382
121.0,1.0,2.0,3.0,,166842
53.0,11.0,9.0,0.0,i̇stanbul,130999
125.0,6.0,33.0,11.0,,188383
90.0,1.0,0.0,4.0,,150428
114.0,1.0,8.0,6.0,tokat,188384
85.0,2.0,0.0,2.0,,126607
93.0,3.0,4.0,5.0,,188385
108.0,1.0,0.0,0.0,,188386
80.0,3.0,1.0,0.0,,157830
117.0,2.0,5.0,26.0,bursa,139636
28.0,2.0,1.0,1.0,ankara,149435
123.0,1.0,0.0,0.0,,172881
64.0,2.0,10.0,29.0,bursa,140659
64.0,13.0,44.0,0.0,,132614
102.0,6.0,17.0,1.0,,188387
94.0,15.0,15.0,6.0,di̇yarbakir,128400
106.0,7.0,9.0,9.0,gazi̇antep,146880
82.0,1.0,2.0,4.0,,188388
122.0,3.0,2.0,11.0,,138986
129.0,1.0,2.0,5.0,,173132
90.0,13.0,34.0,23.0,gazi̇antep,188389
88.0,3.0,4.0,1.0,i̇zmi̇r,158235
37.0,7.0,7.0,1.0,i̇stanbul,137813
127.0,4.0,2.0,4.0,,188390
110.0,4.0,2.0,1.0,,123168
116.0,11.0,17.0,22.0,i̇stanbul,188391
93.0,3.0,21.0,35.0,bursa,118178
127.0,6.0,9.0,15.0,,126685
107.0,3.0,15.0,18.0,eski̇şehi̇r,188392
84.0,6.0,14.0,11.0,,125066
122.0,11.0,16.0,14.0,yurtdişi,135122
61.0,3.0,1.0,4.0,konya,141249
133.0,1.0,1.0,10.0,,142308
88.0,2.0,1.0,0.0,,151510
63.0,15.0,45.0,133.0,gazi̇antep,131011
122.0,8.0,11.0,3.0,,135144
