kayit_ay,tarif_sayisi,takipci,takip,sehir,profil_id
74.0,97.0,574.0,3.0,i̇stanbul,104095
76.0,32.0,24.0,3.0,ankara,104096
116.0,693.0,7293.0,75.0,i̇stanbul,104097
84.0,200.0,206.0,32.0,samsun,104098
101.0,25.0,63.0,3.0,yurtdişi,104099
77.0,21.0,16.0,14.0,adana,176242
75.0,1.0,3.0,12.0,,104101
106.0,129.0,439.0,101.0,antalya,104102
75.0,113.0,50.0,28.0,i̇stanbul,104103
88.0,278.0,337.0,0.0,antalya,104104
100.0,21.0,20.0,2.0,i̇zmi̇r,104105
119.0,6.0,8.0,9.0,,176243
89.0,353.0,17648.0,8.0,i̇stanbul,104107
80.0,48.0,24.0,2.0,yurtdişi,104108
103.0,17.0,18.0,14.0,antalya,176244
92.0,63.0,297.0,22.0,tunceli̇,104110
105.0,33.0,58.0,3.0,,176245
94.0,11.0,26.0,25.0,ankara,104112
79.0,2.0,9.0,10.0,i̇stanbul,104113
137.0,37.0,26.0,6.0,,104114
91.0,18.0,40.0,7.0,i̇stanbul,176246
98.0,23.0,33.0,7.0,yurtdişi,104116
78.0,13.0,79.0,0.0,yurtdişi,104117
126.0,192.0,1488.0,33.0,i̇stanbul,176247
112.0,45.0,289.0,1.0,i̇stanbul,104119
85.0,7.0,16.0,13.0,gazi̇antep,176248
102.0,27.0,29.0,6.0,ni̇ğde,104121
92.0,23.0,14.0,0.0,ankara,104122
119.0,3.0,3.0,0.0,,176249
98.0,8.0,14.0,6.0,i̇stanbul,176250
79.0,3.0,1.0,1.0,,104125
122.0,9.0,50.0,28.0,,104126
80.0,14.0,472.0,929.0,,104127
111.0,131.0,88.0,1.0,,104128
96.0,11.0,74.0,278.0,i̇zmi̇r,104129
119.0,32.0,27.0,8.0,van,104130
104.0,264.0,5326.0,12.0,düzce,176251
124.0,9.0,14.0,22.0,i̇stanbul,104132
140.0,26.0,40.0,36.0,adana,104133
94.0,61.0,96.0,0.0,,176252
152.0,43.0,26.0,13.0,kocaeli̇,176253
96.0,38.0,27.0,12.0,i̇stanbul,104136
123.0,84.0,319.0,160.0,i̇stanbul,104137
122.0,23.0,15.0,4.0,,104138
91.0,38.0,33.0,25.0,yozgat,176254
87.0,12.0,13.0,25.0,ankara,104140
91.0,163.0,1782.0,2.0,,104141
94.0,1.0,3.0,7.0,,176255
85.0,15.0,16.0,26.0,yurtdişi,104143
81.0,9.0,18.0,11.0,,104144
108.0,152.0,193.0,8.0,ankara,104145
93.0,46.0,297.0,56.0,şanliurfa,176256
91.0,18.0,17.0,3.0,,104147
97.0,8.0,7.0,0.0,bi̇tli̇s,104148
104.0,123.0,362.0,75.0,yurtdişi,104149
109.0,97.0,481.0,0.0,samsun,104150
99.0,11.0,13.0,7.0,çorum,176257
114.0,47.0,43.0,21.0,hatay,176258
84.0,24.0,47.0,42.0,ni̇ğde,104153
91.0,91.0,100.0,0.0,kahramanmaraş,104154
107.0,8.0,76.0,157.0,yurtdişi,176259
116.0,17.0,23.0,13.0,i̇zmi̇r,104156
104.0,17.0,47.0,6.0,i̇zmi̇r,176260
131.0,31.0,36.0,62.0,çanakkale,104158
112.0,107.0,3219.0,22.0,mersi̇n,176261
98.0,30.0,178.0,276.0,i̇zmi̇r,104160
122.0,36.0,32.0,19.0,di̇yarbakir,176262
130.0,79.0,198.0,0.0,i̇stanbul,176263
82.0,1.0,2.0,0.0,i̇stanbul,176264
113.0,303.0,2717.0,67.0,mani̇sa,104164
89.0,22.0,7.0,0.0,i̇zmi̇r,176265
115.0,10.0,5.0,1.0,,104166
102.0,12.0,33.0,5.0,,104167
124.0,21.0,24.0,7.0,,176266
128.0,31.0,24.0,15.0,,176267
89.0,6.0,21.0,45.0,i̇stanbul,104170
106.0,13.0,12.0,0.0,,104171
103.0,46.0,75.0,41.0,teki̇rdağ,176268
121.0,73.0,66.0,4.0,,176269
104.0,18.0,31.0,18.0,kahramanmaraş,104174
125.0,83.0,56.0,11.0,ankara,176270
108.0,14.0,8.0,5.0,i̇stanbul,104176
116.0,40.0,56.0,44.0,,176271
118.0,7.0,10.0,1.0,antalya,104178
115.0,8.0,22.0,40.0,ankara,104179
102.0,36.0,18.0,10.0,,104180
102.0,27.0,36.0,32.0,mersi̇n,176272
125.0,67.0,169.0,22.0,hatay,176273
84.0,6.0,5.0,6.0,muğla,104183
84.0,13.0,17.0,38.0,mersi̇n,104184
92.0,19.0,24.0,7.0,ankara,104185
124.0,121.0,68.0,10.0,adiyaman,104186
89.0,49.0,561.0,11.0,elaziğ,104187
117.0,19.0,25.0,1.0,çanakkale,104188
86.0,25.0,90.0,20.0,yurtdişi,104189
106.0,624.0,6555.0,31.0,erzurum,104190
86.0,39.0,28.0,1.0,deni̇zli̇,104191
105.0,24.0,65.0,7.0,antalya,104192
102.0,37.0,58.0,15.0,yurtdişi,104193
86.0,23.0,22.0,0.0,i̇stanbul,104194
86.0,23.0,38.0,2.0,i̇stanbul,104195
118.0,7.0,5.0,1.0,,176274
112.0,36.0,252.0,46.0,yurtdişi,104197
124.0,20.0,18.0,2.0,yozgat,104198
112.0,75.0,303.0,0.0,,176275
86.0,10.0,8.0,2.0,,104200
87.0,24.0,1353.0,1.0,i̇zmi̇r,176276
124.0,127.0,184.0,26.0,,176277
111.0,57.0,109.0,2.0,şanliurfa,176278
89.0,25.0,25.0,25.0,gazi̇antep,104204
122.0,103.0,198.0,8.0,çorum,104205
89.0,256.0,386.0,40.0,i̇stanbul,104206
110.0,2.0,1.0,2.0,i̇stanbul,104207
88.0,7.0,6.0,8.0,,104208
111.0,36.0,30.0,13.0,,104209
125.0,16.0,56.0,84.0,iğdir,176279
116.0,13.0,21.0,8.0,yurtdişi,176280
90.0,2.0,5.0,6.0,yurtdişi,104212
99.0,2.0,0.0,0.0,,176281
127.0,377.0,72193.0,148.0,,104214
118.0,4.0,22.0,45.0,ordu,176282
114.0,37.0,53.0,58.0,kayseri̇,104216
91.0,158.0,224.0,100.0,malatya,104217
126.0,57.0,356.0,6.0,,176283
115.0,68.0,62.0,12.0,yozgat,176284
122.0,411.0,2021.0,17.0,si̇vas,176285
101.0,22.0,81.0,197.0,,104221
112.0,40.0,68.0,147.0,malatya,176286
110.0,31.0,23.0,8.0,,176287
125.0,17.0,209.0,13.0,ankara,104224
142.0,243.0,245.0,1.0,elaziğ,176288
100.0,2.0,0.0,1.0,,176289
108.0,372.0,2988.0,162.0,i̇stanbul,176290
90.0,56.0,158.0,14.0,yurtdişi,104228
92.0,101.0,85.0,9.0,i̇stanbul,176291
119.0,23.0,32.0,11.0,eski̇şehi̇r,176292
96.0,8.0,3.0,4.0,,104231
105.0,167.0,470.0,16.0,yurtdişi,176293
146.0,19.0,91.0,130.0,eski̇şehi̇r,176294
97.0,33.0,279.0,268.0,si̇i̇rt,104234
95.0,23.0,71.0,17.0,ordu,104235
110.0,59.0,75.0,9.0,,176295
112.0,8.0,10.0,18.0,kahramanmaraş,104237
98.0,113.0,648.0,48.0,burdur,104238
119.0,6.0,15.0,16.0,,176296
123.0,63.0,93.0,5.0,i̇stanbul,104240
92.0,413.0,658.0,6.0,i̇stanbul,104241
114.0,25.0,82.0,3.0,kocaeli̇,176297
113.0,5.0,7.0,5.0,gi̇resun,176298
91.0,30.0,50.0,42.0,balikesi̇r,104244
114.0,4.0,4.0,4.0,yurtdişi,104245
92.0,53.0,40.0,1.0,mersi̇n,104246
129.0,2.0,5.0,6.0,ankara,176299
94.0,46.0,96.0,221.0,,104248
99.0,128.0,251.0,20.0,i̇stanbul,104249
102.0,4.0,24.0,34.0,eski̇şehi̇r,104250
108.0,32.0,130.0,158.0,,104251
92.0,4.0,9.0,5.0,,176300
112.0,434.0,3782.0,23.0,di̇yarbakir,104253
128.0,83.0,259.0,120.0,ankara,176301
97.0,8.0,19.0,17.0,,104255
92.0,4.0,4.0,4.0,,104256
108.0,12.0,12.0,1.0,antalya,104257
93.0,13.0,24.0,10.0,,176302
94.0,7.0,17.0,29.0,malatya,176303
107.0,1.0,2.0,2.0,kayseri̇,176304
96.0,26.0,66.0,6.0,,176305
96.0,304.0,4695.0,20.0,antalya,176306
96.0,3.0,8.0,1.0,hatay,176307
102.0,78.0,294.0,0.0,,176308
106.0,12.0,11.0,2.0,,176309
114.0,7.0,17.0,20.0,i̇stanbul,176310
133.0,60.0,2626.0,44.0,i̇zmi̇r,176311
96.0,42.0,107.0,4.0,i̇zmi̇r,176312
101.0,2.0,13.0,12.0,hatay,176313
98.0,58.0,1045.0,4.0,,104270
96.0,24.0,29.0,6.0,i̇stanbul,176314
98.0,7.0,18.0,17.0,gazi̇antep,104272
94.0,10.0,10.0,4.0,,176315
96.0,98.0,153.0,106.0,adana,104274
121.0,11.0,277.0,1300.0,adana,104275
97.0,97.0,174.0,53.0,ankara,104276
98.0,7.0,18.0,6.0,,176316
99.0,16.0,55.0,1.0,,104278
120.0,2.0,7.0,19.0,konya,104279
119.0,20.0,23.0,5.0,nevşehi̇r,176317
95.0,65.0,33.0,4.0,,176318
106.0,12.0,24.0,13.0,aydin,104282
120.0,41.0,63.0,101.0,i̇stanbul,104283
131.0,345.0,2842.0,40.0,i̇stanbul,104284
97.0,14.0,18.0,25.0,,176319
94.0,7.0,5.0,1.0,,176320
124.0,47.0,43.0,4.0,i̇stanbul,176321
106.0,22.0,6.0,1.0,i̇stanbul,176322
97.0,31.0,75.0,65.0,i̇stanbul,176323
98.0,23.0,32.0,4.0,,104290
123.0,20.0,35.0,10.0,,104291
103.0,46.0,164.0,94.0,,104292
119.0,1.0,18.0,2.0,i̇stanbul,104293
109.0,11.0,11.0,7.0,ankara,176324
111.0,214.0,2136.0,39.0,yurtdişi,104295
108.0,14.0,20.0,10.0,ankara,104296
119.0,16.0,22.0,1.0,yurtdişi,176325
115.0,73.0,149.0,9.0,,104298
96.0,1.0,0.0,0.0,,104299
100.0,139.0,279.0,26.0,ankara,104300
108.0,8.0,13.0,16.0,si̇vas,104301
125.0,125.0,552.0,8.0,i̇stanbul,104302
108.0,1.0,3.0,4.0,,104303
83.0,126.0,116.0,0.0,,104304
120.0,30.0,45.0,13.0,i̇stanbul,176326
59.0,10.0,10.0,0.0,,104306
41.0,17.0,6.0,21.0,,104307
15.0,26.0,12.0,7.0,,104308
123.0,76.0,155.0,49.0,adana,104309
143.0,93.0,282.0,0.0,yurt dışı (fransa),176327
89.0,45.0,86.0,8.0,aydin,104311
64.0,1.0,1.0,0.0,antalya,176328
127.0,94.0,156.0,152.0,deni̇zli̇,176329
33.0,7.0,7.0,3.0,i̇zmi̇r,104314
18.0,2.0,7.0,5.0,,104315
136.0,66.0,77.0,8.0,ankara,104316
26.0,11.0,11.0,2.0,,104317
116.0,32.0,130.0,7.0,çorum,176330
26.0,6.0,7.0,0.0,mani̇sa,104319
67.0,17.0,10.0,3.0,antalya,104320
38.0,10.0,13.0,52.0,i̇stanbul,176331
22.0,2.0,2.0,0.0,,104322
31.0,2.0,12.0,30.0,osmaniye,104323
99.0,28.0,33.0,17.0,ankara,104324
59.0,26.0,29.0,2.0,yurtdişi,104325
28.0,4.0,8.0,12.0,balikesi̇r,104326
29.0,42.0,122.0,1272.0,yurtdişi,104327
110.0,20.0,10.0,7.0,,104328
35.0,14.0,4.0,0.0,yurtdişi,104329
42.0,7.0,14.0,20.0,i̇zmi̇r,104330
42.0,13.0,17.0,5.0,balikesi̇r,176332
40.0,123.0,160.0,28.0,aksaray,176333
31.0,1.0,0.0,0.0,ankara,104333
33.0,34.0,67.0,1.0,,104334
116.0,82.0,145.0,45.0,elaziğ,104335
57.0,10.0,13.0,2.0,,104336
70.0,18.0,205.0,212.0,kahramanmaraş,104337
38.0,10.0,37.0,4.0,kahramanmaraş,104338
59.0,1.0,2.0,0.0,,104339
33.0,12.0,43.0,0.0,bursa,104340
57.0,15.0,28.0,0.0,,104341
94.0,19.0,22.0,8.0,si̇vas,176334
36.0,19.0,15.0,3.0,adana,176335
36.0,7.0,5.0,3.0,,104344
40.0,1.0,0.0,5.0,adana,104345
107.0,60.0,40.0,25.0,karaman,176336
41.0,9.0,17.0,25.0,,104347
117.0,4.0,0.0,6.0,,176337
99.0,5.0,9.0,10.0,ankara,176338
60.0,44.0,49.0,23.0,,104350
108.0,31.0,41.0,9.0,tunceli̇,176339
43.0,3.0,19.0,1.0,samsun,104352
118.0,46.0,27.0,11.0,,176340
107.0,22.0,25.0,24.0,si̇vas,176341
79.0,69.0,92.0,0.0,,104355
49.0,15.0,62.0,43.0,yurtdişi,104356
53.0,105.0,199.0,55.0,yurtdişi,104357
108.0,3.0,6.0,6.0,,104358
86.0,4.0,2.0,0.0,şanliurfa,104359
52.0,53.0,688.0,576.0,kahramanmaraş,104360
62.0,21.0,22.0,0.0,i̇stanbul,104361
75.0,13.0,9.0,2.0,,176342
107.0,80.0,175.0,9.0,burdur,104363
104.0,3.0,2.0,2.0,ordu,104364
50.0,5.0,12.0,12.0,,104365
125.0,51.0,117.0,35.0,yurtdişi,104366
121.0,28.0,28.0,10.0,bursa,104367
70.0,35.0,110.0,196.0,mani̇sa,104368
100.0,1.0,3.0,0.0,konya,104369
122.0,2.0,1.0,1.0,,104370
49.0,5.0,23.0,15.0,,104371
87.0,20.0,21.0,20.0,i̇stanbul,176343
51.0,6.0,15.0,51.0,ankara,104373
112.0,84.0,111.0,26.0,ankara,104374
53.0,147.0,225.0,14.0,bursa,176344
124.0,14.0,34.0,19.0,teki̇rdağ,104376
50.0,1.0,1.0,0.0,konya,104377
55.0,13.0,12.0,5.0,,176345
50.0,6.0,8.0,9.0,,104379
118.0,33.0,37.0,4.0,,176346
115.0,3.0,3.0,4.0,,104381
117.0,12.0,7.0,8.0,mardi̇n,176347
54.0,1.0,1.0,1.0,i̇stanbul,176348
89.0,3.0,3.0,0.0,,176349
114.0,141.0,274.0,38.0,edi̇rne,104385
96.0,68.0,1567.0,0.0,aksaray,176350
122.0,7.0,45.0,69.0,si̇vas,104387
76.0,52.0,21.0,26.0,osmani̇ye,104388
54.0,9.0,30.0,42.0,bi̇ngöl,104389
61.0,15.0,17.0,25.0,ankara,104390
75.0,3.0,2.0,2.0,i̇zmi̇r,104391
82.0,6.0,46.0,47.0,,176351
67.0,5.0,24.0,74.0,adana,104393
97.0,2.0,1.0,1.0,deni̇zli̇,176352
119.0,23.0,25.0,19.0,konya,176353
53.0,8.0,12.0,2.0,,104396
103.0,47.0,65.0,92.0,,176354
53.0,7.0,5.0,3.0,i̇stanbul,104398
125.0,11.0,12.0,5.0,,104399
117.0,12.0,14.0,3.0,uşak,176355
72.0,13.0,9.0,2.0,uşak,104401
100.0,16.0,5.0,5.0,i̇zmi̇r,104402
100.0,36.0,16.0,3.0,mersi̇n,176356
53.0,23.0,31.0,18.0,,104404
54.0,40.0,82.0,0.0,i̇stanbul,104405
84.0,39.0,178.0,161.0,elaziğ,104406
66.0,8.0,3.0,0.0,ankara,176357
125.0,2.0,8.0,6.0,,176358
61.0,13.0,118.0,151.0,,104409
80.0,5.0,31.0,34.0,i̇zmi̇r,104410
104.0,5.0,10.0,6.0,,104411
84.0,90.0,32.0,5.0,i̇stanbul,104412
69.0,8.0,14.0,14.0,,176359
78.0,28.0,59.0,12.0,yurtdişi,104414
54.0,71.0,55.0,11.0,şanliurfa,176360
58.0,4.0,2.0,0.0,,104416
54.0,60.0,150.0,23.0,,104417
57.0,6.0,3.0,3.0,malatya,104418
76.0,9.0,4.0,4.0,kocaeli̇,104419
62.0,10.0,6.0,2.0,,104420
60.0,11.0,58.0,79.0,ankara,104421
56.0,80.0,85.0,3.0,ankara,104422
57.0,14.0,23.0,13.0,i̇stanbul,104423
141.0,4.0,10.0,3.0,,104424
70.0,5.0,13.0,10.0,kayseri̇,104425
55.0,6.0,7.0,1.0,eski̇şehi̇r,104426
90.0,27.0,250.0,315.0,kirklareli̇,104427
55.0,1.0,1.0,0.0,,104428
119.0,72.0,32.0,8.0,,176361
71.0,11.0,4.0,0.0,afyon,176362
62.0,12.0,21.0,7.0,hatay,104431
104.0,102.0,72.0,38.0,yurtdişi,104432
121.0,21.0,10.0,0.0,,104433
100.0,8.0,3.0,3.0,bartin,176363
77.0,35.0,123.0,64.0,bursa,176364
93.0,33.0,35.0,6.0,di̇yarbakir,176365
82.0,11.0,6.0,1.0,batman,104437
90.0,17.0,15.0,4.0,,176366
98.0,24.0,251.0,3.0,eski̇şehi̇r,176367
87.0,49.0,27.0,1.0,kayseri̇,104440
123.0,51.0,67.0,18.0,i̇stanbul,176368
81.0,6.0,3.0,5.0,,104442
104.0,18.0,48.0,98.0,i̇stanbul,176369
96.0,4.0,6.0,11.0,i̇stanbul,176370
96.0,34.0,281.0,1.0,trabzon,104445
114.0,30.0,38.0,22.0,bursa,176371
60.0,22.0,23.0,42.0,eski̇şehi̇r,104447
60.0,7.0,3.0,3.0,bursa,176372
59.0,2.0,0.0,0.0,i̇stanbul,104449
61.0,17.0,38.0,37.0,i̇stanbul,176373
59.0,6.0,15.0,19.0,kayseri̇,104451
126.0,7.0,9.0,8.0,samsun,104452
104.0,3.0,43.0,39.0,antalya,176374
75.0,11.0,28.0,22.0,zonguldak,176375
124.0,75.0,75.0,52.0,iğdir,104455
100.0,10.0,7.0,19.0,van,176376
80.0,6.0,3.0,0.0,bursa,104457
61.0,1.0,0.0,3.0,,176377
73.0,29.0,36.0,1.0,bursa,104459
85.0,5.0,72.0,135.0,i̇stanbul,104460
61.0,23.0,9.0,0.0,i̇stanbul,104461
106.0,52.0,47.0,17.0,gazi̇antep,104462
130.0,39.0,79.0,2.0,bursa,176378
60.0,1.0,0.0,0.0,,104464
107.0,107.0,222.0,182.0,balikesi̇r,176379
89.0,15.0,31.0,15.0,çorum,104466
136.0,21.0,26.0,15.0,i̇stanbul,104467
84.0,32.0,37.0,45.0,i̇stanbul,104468
123.0,17.0,20.0,21.0,si̇nop,176380
107.0,56.0,150.0,9.0,yozgat,104470
96.0,18.0,6.0,0.0,zonguldak,176381
62.0,10.0,2.0,1.0,,104472
78.0,16.0,63.0,94.0,,176382
148.0,30.0,17.0,2.0,i̇stanbul,176383
77.0,146.0,98.0,23.0,,104475
61.0,8.0,8.0,13.0,,104476
119.0,3.0,2.0,2.0,,104477
119.0,25.0,16.0,26.0,i̇stanbul,104478
115.0,5.0,9.0,3.0,,104479
68.0,97.0,538.0,13.0,i̇stanbul,176384
61.0,8.0,2.0,2.0,kocaeli̇,104481
64.0,24.0,28.0,18.0,i̇stanbul,176385
80.0,9.0,6.0,19.0,,104483
77.0,37.0,18.0,0.0,,104484
63.0,38.0,30.0,20.0,di̇yarbakir,176386
124.0,124.0,853.0,8.0,balikesi̇r,176387
94.0,16.0,17.0,11.0,,176388
61.0,27.0,55.0,29.0,i̇stanbul,104488
62.0,6.0,7.0,3.0,i̇stanbul,104489
126.0,39.0,62.0,51.0,gazi̇antep,176389
65.0,4.0,5.0,4.0,i̇stanbul,104491
86.0,1.0,3.0,0.0,,104492
86.0,52.0,112.0,29.0,i̇stanbul,104493
117.0,17.0,96.0,21.0,sakarya,176390
86.0,13.0,26.0,41.0,ankara,104495
79.0,46.0,47.0,41.0,i̇zmi̇r,176391
91.0,16.0,39.0,37.0,gazi̇antep,176392
125.0,8.0,4.0,2.0,bursa,104498
61.0,7.0,1.0,0.0,,104499
63.0,2.0,6.0,1.0,,176393
109.0,4.0,31.0,44.0,aydin,104501
62.0,21.0,73.0,7.0,i̇stanbul,104502
110.0,10.0,5.0,0.0,i̇zmi̇r,176394
75.0,10.0,23.0,33.0,şanliurfa,104504
88.0,17.0,29.0,11.0,,104505
89.0,103.0,142.0,15.0,,104506
134.0,9.0,6.0,11.0,,104507
61.0,18.0,12.0,9.0,kocaeli̇,104508
102.0,64.0,58.0,1.0,,104509
122.0,38.0,30.0,7.0,şanliurfa,176395
73.0,5.0,16.0,3.0,,104511
61.0,21.0,136.0,258.0,,104512
62.0,11.0,57.0,68.0,,176396
64.0,17.0,11.0,0.0,osmani̇ye,104514
127.0,26.0,15.0,9.0,i̇stanbul,176397
111.0,58.0,378.0,349.0,,176398
77.0,71.0,164.0,163.0,van,104517
62.0,22.0,34.0,29.0,i̇stanbul,176399
102.0,7.0,18.0,28.0,ankara,104519
122.0,38.0,68.0,33.0,,104520
123.0,105.0,139.0,5.0,,176400
112.0,8.0,4.0,11.0,yalova,104522
62.0,8.0,8.0,2.0,,104523
100.0,3.0,1.0,1.0,,104524
119.0,35.0,61.0,14.0,i̇zmi̇r,176401
62.0,9.0,9.0,3.0,i̇stanbul,104526
140.0,3.0,7.0,3.0,,104527
88.0,48.0,156.0,19.0,kocaeli̇,104528
126.0,36.0,40.0,13.0,i̇stanbul,176402
62.0,20.0,21.0,15.0,ankara,104530
96.0,63.0,74.0,52.0,,104531
63.0,3.0,4.0,1.0,kayseri̇,104532
124.0,7.0,4.0,0.0,gazi̇antep,176403
99.0,20.0,25.0,3.0,,104534
113.0,14.0,21.0,24.0,i̇stanbul,176404
103.0,23.0,43.0,10.0,kocaeli̇,104536
80.0,1.0,305.0,232.0,konya,104537
96.0,76.0,119.0,9.0,kayseri̇,104538
91.0,28.0,57.0,43.0,,104539
100.0,25.0,79.0,2.0,kocaeli̇,176405
63.0,7.0,4.0,1.0,i̇stanbul,104541
74.0,24.0,87.0,9.0,i̇stanbul,104542
76.0,18.0,26.0,13.0,edi̇rne,176406
62.0,20.0,18.0,1.0,,104544
65.0,35.0,27.0,5.0,teki̇rdağ,176407
98.0,18.0,19.0,1.0,ankara,176408
86.0,3.0,12.0,34.0,teki̇rdağ,104547
64.0,49.0,49.0,3.0,i̇stanbul,104548
90.0,14.0,12.0,0.0,muğla,104549
65.0,14.0,153.0,124.0,teki̇rdağ,104550
64.0,9.0,7.0,1.0,i̇stanbul,104551
131.0,20.0,32.0,10.0,mersi̇n,104552
122.0,9.0,32.0,26.0,bursa,176409
75.0,66.0,47.0,33.0,i̇stanbul,104554
70.0,2.0,32.0,37.0,sakarya,104555
99.0,10.0,5.0,10.0,i̇stanbul,176410
75.0,26.0,22.0,4.0,i̇stanbul,104557
80.0,1.0,0.0,0.0,i̇stanbul,104558
64.0,3.0,11.0,10.0,,104559
65.0,4.0,6.0,0.0,di̇yarbakir,104560
132.0,15.0,36.0,72.0,i̇stanbul,104561
119.0,81.0,145.0,3.0,düzce,176411
65.0,9.0,29.0,21.0,kastamonu,104563
90.0,19.0,13.0,6.0,,176412
84.0,21.0,19.0,12.0,i̇stanbul,104565
99.0,9.0,33.0,80.0,,104566
114.0,39.0,28.0,7.0,i̇stanbul,176413
66.0,1.0,21.0,160.0,,104568
96.0,2.0,3.0,5.0,yalova,176414
112.0,21.0,11.0,1.0,adana,104570
74.0,95.0,64.0,60.0,i̇stanbul,176415
78.0,64.0,88.0,34.0,bursa,104572
86.0,119.0,93.0,30.0,yozgat,176416
90.0,10.0,16.0,1.0,,176417
91.0,1.0,1.0,2.0,,176418
79.0,14.0,51.0,44.0,i̇stanbul,104576
91.0,69.0,474.0,0.0,i̇stanbul,104577
78.0,30.0,63.0,33.0,konya,104578
76.0,23.0,45.0,32.0,çanakkale,104579
83.0,2.0,4.0,3.0,,104580
67.0,5.0,79.0,201.0,,104581
102.0,16.0,52.0,25.0,i̇stanbul,176419
120.0,50.0,85.0,69.0,antalya,176420
108.0,25.0,60.0,3.0,,104584
120.0,15.0,12.0,1.0,,104585
79.0,25.0,58.0,25.0,yurtdişi,104586
126.0,214.0,2415.0,4.0,yurtdişi,104587
100.0,13.0,115.0,366.0,si̇vas,104588
96.0,33.0,18.0,9.0,,176421
101.0,102.0,153.0,21.0,adiyaman,104590
91.0,223.0,353.0,31.0,ankara,176422
89.0,1.0,3.0,5.0,,176423
74.0,4.0,24.0,22.0,,104593
69.0,64.0,5696.0,7407.0,bursa,104594
108.0,119.0,92.0,11.0,,104595
113.0,1.0,1.0,0.0,,176424
118.0,66.0,147.0,1.0,,176425
98.0,25.0,30.0,5.0,,176426
117.0,1.0,1.0,5.0,,176427
124.0,36.0,31.0,11.0,mani̇sa,104600
122.0,17.0,16.0,15.0,yurtdişi,176428
76.0,122.0,146.0,44.0,i̇stanbul,104602
70.0,8.0,6.0,0.0,,104603
102.0,12.0,11.0,4.0,,176429
100.0,1.0,1.0,3.0,yozgat,176430
99.0,22.0,16.0,6.0,sakarya,104606
99.0,24.0,29.0,48.0,ankara,104607
119.0,64.0,232.0,43.0,,104608
78.0,71.0,71.0,17.0,gazi̇antep,104609
98.0,55.0,18.0,4.0,mani̇sa,176431
119.0,6.0,5.0,1.0,i̇zmi̇r,176432
72.0,49.0,34.0,16.0,,176433
77.0,10.0,13.0,25.0,samsun,104613
72.0,39.0,17.0,0.0,yurtdişi,176434
124.0,6.0,26.0,80.0,,176435
102.0,17.0,9.0,0.0,,104616
130.0,190.0,2418.0,57.0,antalya,104617
76.0,4.0,6.0,5.0,,104618
102.0,31.0,39.0,18.0,i̇zmi̇r,104619
85.0,58.0,99.0,104.0,yurtdişi,104620
74.0,84.0,45.0,15.0,mani̇sa,176436
78.0,3.0,0.0,2.0,kocaeli̇,176437
75.0,46.0,228.0,203.0,aksaray,104623
107.0,9.0,11.0,6.0,i̇stanbul,104624
76.0,34.0,40.0,0.0,,104625
123.0,21.0,23.0,10.0,,176438
90.0,1.0,1.0,1.0,kahramanmaraş,176439
109.0,33.0,36.0,19.0,muş,104628
122.0,4.0,5.0,0.0,kütahya,176440
83.0,8.0,23.0,21.0,,104630
104.0,55.0,72.0,85.0,kocaeli̇,176441
120.0,60.0,446.0,4.0,i̇stanbul,104632
100.0,42.0,36.0,23.0,i̇zmi̇r,104633
76.0,30.0,37.0,6.0,i̇stanbul,104634
113.0,56.0,63.0,23.0,aydin,176442
75.0,9.0,16.0,17.0,yurtdişi,104636
123.0,114.0,40.0,1.0,kastamonu,104637
101.0,26.0,46.0,31.0,gazi̇antep,104638
79.0,40.0,307.0,748.0,ki̇li̇s,104639
119.0,27.0,375.0,13.0,i̇zmi̇r,104640
90.0,28.0,136.0,52.0,hatay,176443
102.0,20.0,58.0,51.0,bursa,104642
104.0,189.0,1721.0,418.0,i̇zmi̇r,104643
75.0,21.0,10.0,2.0,,104644
77.0,26.0,25.0,40.0,hatay,176444
120.0,14.0,12.0,8.0,balikesi̇r,176445
124.0,5.0,8.0,9.0,,104647
90.0,9.0,2.0,1.0,ankara,176446
119.0,18.0,28.0,8.0,bursa,104649
99.0,41.0,44.0,4.0,,104650
108.0,40.0,100.0,58.0,i̇stanbul,176447
89.0,28.0,50.0,99.0,çorum,104652
108.0,6.0,2.0,2.0,yurtdişi,176448
88.0,58.0,56.0,6.0,adana,176449
100.0,1.0,25.0,16.0,isparta,104655
92.0,55.0,385.0,356.0,,104656
88.0,2.0,16.0,25.0,burdur,104657
124.0,20.0,18.0,0.0,,176450
76.0,9.0,12.0,5.0,i̇stanbul,104659
119.0,1.0,9.0,11.0,,104660
78.0,48.0,67.0,7.0,ankara,176451
97.0,48.0,115.0,1.0,gazi̇antep,176452
79.0,4.0,9.0,7.0,,104663
104.0,6.0,14.0,0.0,çorum,104664
105.0,24.0,117.0,102.0,,176453
90.0,14.0,218.0,353.0,i̇zmi̇r,104666
84.0,49.0,36.0,16.0,,104667
117.0,17.0,43.0,5.0,i̇stanbul,176454
92.0,53.0,71.0,10.0,yurtdişi,176455
79.0,75.0,392.0,62.0,mardi̇n,104670
80.0,90.0,152.0,42.0,adiyaman,104671
98.0,37.0,67.0,16.0,,176456
119.0,1.0,2.0,2.0,,104673
95.0,61.0,37.0,5.0,van,176457
78.0,5.0,29.0,18.0,yurtdişi,104675
126.0,78.0,51.0,17.0,bursa,176458
78.0,9.0,7.0,1.0,,104677
83.0,59.0,48.0,12.0,di̇yarbakir,104678
